MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),CAMLAR & AYNALAR - Acilir Tavan,CAMLAR & AYNALAR - Arka Yan Cam Ayarlari,CAMLAR & AYNALAR - Ic Dikiz Aynasi,CAMLAR & AYNALAR - On Yan Cam Ayarlari,CAMLAR & AYNALAR - Panoramik Cam Tavan,CAMLAR & AYNALAR - Yan Dikiz Aynalari,DIREKSIYON OZELLIKLERI - Direksiyon Ozellikleri,DIREKSIYON OZELLIKLERI - Direksiyon Sistemi,DIS GOVDE - Dis Govde Ozellikleri,DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - ABS Fren Sistemi,FRENLER & SUSPANSIYON - Arka Suspansiyonlar,FRENLER & SUSPANSIYON - Ayarlanir Suspansiyon,FRENLER & SUSPANSIYON - Fren Destek Sistemleri,FRENLER & SUSPANSIYON - On Suspansiyonlar,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Gostergeler & Bildirimler,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,ISITMA & SOGUTMA - Torpido Ozellikleri,KOLTUKLAR & IC DOSEME - Kol Dayama,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Isitma - Sogutma,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,Başlık,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,MUZIK & EGLENCE - Harici Giris - Cikis,NAVIGASYON & BLUETOOTH - Bluetooth Telefon,NAVIGASYON & BLUETOOTH - Navigasyon,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Ozellikleri,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Ozellikleri,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,SURUS DESTEK SISTEMLERI - Yorgunluk Tespit Sistemi,TEMEL OZELLIKLER - Engelli Bireyler Icin OTV Muafiyeti,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Carpisma Testi (NCAP/ANCAP),YOLCU EMNIYETI - Hava Yastigi,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - Hava Yastigi Cesitleri,YOLCU EMNIYETI - NCAP/ANCAP Puani,YOLCU EMNIYETI - NCAP/ANCAP Yili
Peugeot,308,308,Access,Binek,Hatchback,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,186 km/s,254 nm,100 BG,12.8 saniye,1160 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Standart,Elektrikli,Yok,Elektrikli,Muzik Sistemi Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Yok,Yukseltilmis Gosterge Paneli,,Yok,Yok,Manuel Klima,Aydinlatmali | Sogutmali,Yok,Kumas,,5,Manuel,Manuel,Halojen,Yok,15 inc,Kapakli Sac,65 %,195/65 R15,195 mm,2017 Peugeot 308 1.6 BlueHDi 100 HP S&S Access,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Yok,Yok,,Euro 6,95 g/km,4.3 lt,,3.2 lt,3.6 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,186 km/s,254 nm,100 BG,12.8 saniye,1160 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2017 Peugeot 308 1.6 BlueHDi 100 HP S&S Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,95 g/km,4.3 lt,,3.2 lt,3.6 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,120 BG,9.5 saniye,1200 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2017 Peugeot 308 1.6 BlueHDi 120 HP S&S EAT6 Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,98 g/km,4.1 lt,,3.5 lt,3.7 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Allure,Binek,Hatchback,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,190 km/s,300 nm,120 BG,10.2 saniye,1200 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari | Krom On Izgara,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Elektronik Park Freni,Var,Polifonik Uyari Sesleri | Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2017 Peugeot 308 1.6 BlueHDi 120 HP S&S EAT6 Allure,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Var,,Euro 6,101 g/km,4.4 lt,,3.6 lt,3.9 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,GT-Line,Binek,Hatchback,C,2017,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,190 km/s,300 nm,120 BG,10.2 saniye,1200 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Var,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari | Krom On Izgara | Spor On Tampon,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Elektronik Park Freni,Var,Kirmizi Gosterge (Sport Modunda) | Polifonik Uyari Sesleri | Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2017 Peugeot 308 1.6 BlueHDi 120 HP S&S EAT6 GT-Line,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Var,Var,Var,,Euro 6,101 g/km,4.4 lt,,3.6 lt,3.9 lt,53 lt,Var,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,205 nm,110 BG,12.4 saniye,1080 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2018 Peugeot 308 1.2 110 HP S&S Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,105 g/km,5.8 lt,,3.9 lt,4.6 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,206 km/s,230 nm,130 BG,9.1 saniye,1150 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2018 Peugeot 308 1.2 130 HP S&S EAT6 Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,109 g/km,5.8 lt,,4.2 lt,4.7 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Allure,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,200 km/s,230 nm,130 BG,9.8 saniye,1150 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari | Krom On Izgara,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Elektronik Park Freni,Var,Polifonik Uyari Sesleri | Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2018 Peugeot 308 1.2 130 HP S&S EAT6 Allure,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Var,,Euro 6,112 g/km,5.9 lt,,4.3 lt,4.9 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,GT-Line,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,200 km/s,230 nm,130 BG,9.8 saniye,1150 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Var,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari | Krom On Izgara | Spor On Tampon,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Elektronik Park Freni,Var,Kirmizi Gosterge (Sport Modunda) | Polifonik Uyari Sesleri | Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2018 Peugeot 308 1.2 130 HP S&S EAT6 GT-Line,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Var,Var,Var,,Euro 6,112 g/km,5.9 lt,,4.3 lt,4.9 lt,53 lt,Var,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Access,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,186 km/s,254 nm,100 BG,12.8 saniye,1160 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Standart,Elektrikli,Yok,Elektrikli,Muzik Sistemi Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Yok,Yukseltilmis Gosterge Paneli,,Yok,Yok,Manuel Klima,Aydinlatmali | Sogutmali,Yok,Kumas,,5,Manuel,Manuel,Halojen,Yok,15 inc,Kapakli Sac,65 %,195/65 R15,195 mm,2018 Peugeot 308 1.6 BlueHDi 100 HP S&S Access,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Yok,Yok,,Euro 6,95 g/km,4.3 lt,,3.2 lt,3.6 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,186 km/s,254 nm,100 BG,12.8 saniye,1160 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2018 Peugeot 308 1.6 BlueHDi 100 HP S&S Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,95 g/km,4.3 lt,,3.2 lt,3.6 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,193 km/s,300 nm,120 BG,9.5 saniye,1200 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2018 Peugeot 308 1.6 BlueHDi 120 HP S&S EAT6 Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,98 g/km,4.1 lt,,3.5 lt,3.7 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Allure,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,190 km/s,300 nm,120 BG,10.2 saniye,1200 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari | Krom On Izgara,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Elektronik Park Freni,Var,Polifonik Uyari Sesleri | Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2018 Peugeot 308 1.6 BlueHDi 120 HP S&S EAT6 Allure,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Var,,Euro 6,101 g/km,4.4 lt,,3.6 lt,3.9 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,GT-Line,Binek,Hatchback,C,2018,Fransa,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,190 km/s,300 nm,120 BG,10.2 saniye,1200 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Var,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari | Krom On Izgara | Spor On Tampon,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Elektronik Park Freni,Var,Kirmizi Gosterge (Sport Modunda) | Polifonik Uyari Sesleri | Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,LED,Var,17 inc,Alasimli,45 %,225/45 R17,225 mm,2018 Peugeot 308 1.6 BlueHDi 120 HP S&S EAT6 GT-Line,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Var,Var,Var,,Euro 6,101 g/km,4.4 lt,,3.6 lt,3.9 lt,53 lt,Var,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Active,Binek,Hatchback,C,2017,Fransa,Icten Yanmali (Standart),1882,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,188 km/s,205 nm,110 BG,12.4 saniye,1080 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,Elektrikli,Otomatik Kararan,Elektrikli,Yok,Elektrikli,Deri Direksiyon Simidi | Direksiyon Kumanda Tuslari | Spor Direksiyon Simidi | Yukseklik & Derinlik Ayari,Elektrik Destekli,Govde Rengi Kapi Kollari,5,Var,,,AFU (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi),,Mekanik Park Freni,Var,Yukseltilmis Gosterge Paneli,,Var,Var,Otomatik Klima,Aydinlatmali | Sogutmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,205/55 R16,205 mm,2017 Peugeot 308 1.2 110 HP S&S Active,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,Yok,Var,Yok,,Euro 6,105 g/km,5.8 lt,,3.9 lt,4.6 lt,53 lt,Yok,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2013
Peugeot,308,308,Style,Binek,Hatchback,C,2019,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,204 km/s,230 nm,130 BG,9.5 saniye,1204 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Peugeot 308 1.2 130 HP EAT8 Style,,,,,,,,,,,,,,Onden Cekisli,,,8 ileri,EAT8 (Otomatik),Otomatik,,,,,,,,,,,,,,,,53 lt,,Var,,,,5 yildiz,2013
Peugeot,308,308,Style,Binek,Hatchback,C,2019,Fransa,Icten Yanmali (Standart),3372,Benzin,Turbo,3,1199 cc,Cok Noktadan Enjeksiyon,207 km/s,230 nm,130 BG,10.3 saniye,1090 kg,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Peugeot 308 1.2 130 HP Style,,,,,,,,,,,,,,Onden Cekisli,,,6 ileri,,Manuel,,,,,,,,,,Euro 6,107 g/km,4.6 lt,,4.0 lt,5.8 lt,53 lt,,Var,,,,5 yildiz,2013
Peugeot,308,308,Style,Binek,Hatchback,C,2019,Fransa,Icten Yanmali (Standart),6314,Dizel,Turbo,4,1499 cc,Common Rail Direkt Enjeksiyon,206 km/s,300 nm,130 BG,10.2 saniye,,1804 mm,4253 mm,1472 mm,1228 lt,420 lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Peugeot 308 1.5 BlueHDi 130 HP S&S EAT6 Style,,,,,,,,,,,,,,Onden Cekisli,,,6 ileri,EAT6 (Otomatik),Otomatik,,,,,,,,,,,,,,,,53 lt,,Var,,,,5 yildiz,2013
