BASLIK,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,AGIRLIK & OLCULER - Agirlik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,FRENLER & SUSPANSIYON - Park Freni Tipi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari
2014 Opel Astra HB 1.6 Dizel 110 HP Enjoy Active,Dizel,,,,,,,,,1428 kg,,370 lt,5.0,50 %,215/50 R17,215 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,,Var,,97 g/km,3.7 lt,,3.5 lt,3.9 lt,56 lt,,6 adet,5 yildiz,Var,Yok,Yok,Var,Manuel Klima,Kumas & Deri,5.0,Manuel,Manuel,Halojen,Var
2014 Opel Astra HB 1.6 Dizel 110 HP Sport,Dizel,,,,,,,,,1378 kg,,370 lt,5.0,50 %,215/50 R17,215 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,,Var,,97 g/km,3.7 lt,,3.5 lt,3.9 lt,56 lt,,6 adet,5 yildiz,Var,Yok,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2014 Opel Astra HB 1.6 Dizel 136 HP Cosmo,Dizel,,,,,,,,,1378 kg,,370 lt,5.0,45 %,225/45 R18,225 mm,18 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,,Var,,104 g/km,3.9 lt,,3.6 lt,4.6 lt,56 lt,,6 adet,5 yildiz,Var,Yok,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Bi-Xenon,Var
2014 Opel Astra HB 1.6 Dizel 136 HP Sport,Dizel,,,,,,,,,1378 kg,,370 lt,5.0,50 %,215/50 R17,215 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,,Var,,104 g/km,3.9 lt,,3.6 lt,4.6 lt,56 lt,,6 adet,5 yildiz,Var,Yok,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2017 Opel Astra HB 1.4 150 HP Otomatik Dynamic,Benzin,,,,,,,,,1233 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,,5.4 lt,,4.4 lt,7.1 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2017 Opel Astra HB 1.4 150 HP Otomatik Enjoy,Benzin,,,,,,,,,816,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Yok,Var,Euro 6,125 g/km,5.4 lt,,4.4 lt,7.1 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Var
2017 Opel Astra HB 1.4 150 HP Otomatik Excellence,Benzin,,,,,,,,,816,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,125 g/km,5.4 lt,,4.4 lt,7.1 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var
2017 Opel Astra HB 1.6 Dizel 110 HP Design,Dizel,,,,,,,,,1285 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Yok,Var,Euro 6,97 g/km,3.7 lt,,3.3 lt,4.2 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Yok
2017 Opel Astra HB 1.6 Dizel 110 HP Enjoy,Dizel,,,,,,,,,1285 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Yok,Var,Euro 6,97 g/km,3.7 lt,,3.3 lt,4.2 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Var
2017 Opel Astra HB 1.6 Dizel 136 HP Otomatik Design,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Yok,Var,Yok,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Yok
2017 Opel Astra HB 1.6 Dizel 136 HP Otomatik Dynamic,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Var,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2017 Opel Astra HB 1.6 Dizel 136 HP Otomatik Enjoy,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Yok,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Var
2017 Opel Astra HB 1.6 Dizel 136 HP Otomatik Excellence,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Var,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var
2017 Opel Astra HB 1.6 Dizel 136 HP S&S Dynamic,Dizel,,,,,,,,,1285 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,103 g/km,3.9 lt,,3.5 lt,4.5 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2017 Opel Astra HB 1.6 Dizel 136 HP S&S Excellence,Dizel,,,,,,,,,1285 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,103 g/km,3.9 lt,,3.5 lt,4.5 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var
2018 Opel Astra HB 1.4 150 HP Dynamic,Benzin,,,,,,,,,1203 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,Var,Var,Euro 6,128 g/km,5.5 lt,,4.5 lt,7.3 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.4 150 HP Otomatik Black Edition,Benzin,,,,,,,,,1233 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,,5.4 lt,,4.4 lt,7.1 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.4 150 HP Otomatik Dynamic,Benzin,,,,,,,,,1233 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,,5.4 lt,,4.4 lt,7.1 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.4 150 HP Otomatik Enjoy,Benzin,,,,,,,,,1289 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Yok,Var,Euro 6,125 g/km,5.4 lt,,4.4 lt,7.1 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Var,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.4 150 HP Otomatik Excellence,Benzin,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Var,Var,Var,Var,Euro 6,125 g/km,5.4 lt,,4.4 lt,7.1 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var
2018 Opel Astra HB 1.6 Dizel 136 HP Otomatik Black Edition,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Var,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.6 Dizel 136 HP Otomatik Design,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Otomatik,Var,,Yok,Var,Yok,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Var,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Yok
2018 Opel Astra HB 1.6 Dizel 136 HP Otomatik Dynamic,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Var,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.6 Dizel 136 HP Otomatik Elite,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Yok,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Yok,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.6 Dizel 136 HP Otomatik Enjoy,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Yok,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Var,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Var
2018 Opel Astra HB 1.6 Dizel 136 HP Otomatik Excellence,Dizel,,,,,,,,,1289 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Standart Otomatik,Otomatik,Var,,Yok,Var,Var,Var,Euro 6,119 g/km,4.5 lt,,3.9 lt,5.6 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,LED,Var
2018 Opel Astra HB 1.6 Dizel 136 HP S&S Dynamic,Dizel,,,,,,,,,1285 kg,830 lt,360 lt,5.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Var,Var,Var,Var,Euro 6,103 g/km,3.9 lt,,3.5 lt,4.5 lt,48 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Manuel,,Var
2019 Opel Astra HB 1.4 150 HP Dynamic,Benzin,,,,,,,,,1203 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,138 g/km,6.0 lt,,4.9 lt,7.9 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.4 150 HP Enjoy,Benzin,,,,,,,,,1203 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,138 g/km,6.0 lt,,4.9 lt,7.9 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.4 150 HP Otomatik (120.Yila Ozel),Benzin,,,,,,,,,1233 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,,139 g/km,6.1 lt,,5.2 lt,7.5 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.4 150 HP Otomatik Dynamic,Benzin,,,,,,,,,1233 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,,139 g/km,6.1 lt,,5.2 lt,7.5 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.4 150 HP Otomatik Excellence,Benzin,,,,,,,,,1233 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,,139 g/km,6.1 lt,,5.2 lt,7.5 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.6 Dizel 136 HP Dynamic,Dizel,,,,,,,,,1303 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6.2,121 g/km,4.6 lt,,4.1 lt,5.5 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.6 Dizel 136 HP Otomatik (120.Yila Ozel),Dizel,,,,,,,,,1318 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,130 g/km,4.9 lt,,4.2 lt,6.1 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.6 Dizel 136 HP Otomatik Dynamic,Dizel,,,,,,,,,1318 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,130 g/km,4.9 lt,,4.2 lt,6.1 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.6 Dizel 136 HP Otomatik Elite,Dizel,,,,,,,,,1318 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,130 g/km,4.9 lt,,4.2 lt,6.1 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2019 Opel Astra HB 1.6 Dizel 136 HP Otomatik Excellence,Dizel,,,,,,,,,1318 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Otomatik,,,,,,,Euro 6.2,130 g/km,4.9 lt,,4.2 lt,6.1 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.2 110 HP Edition,Benzin,,,,,,,,,1205 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,101 g/km,4.4 lt,,3.8 lt,5.4 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.4 145 HP CVT GS Line,Benzin,,,,,,,,,1270 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,,CVT,Otomatik,,,,,,,,115 g/km,5.0 lt,,4.2 lt,6.4 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Edtion,Dizel,,,,,,,,,1320 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,Euro 6d,122 g/km,4.6 lt,,3.9 lt,5.8 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Elegance,Dizel,,,,,,,,,1320 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,Euro 6d,122 g/km,4.6 lt,,3.9 lt,5.8 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik GS Line,Dizel,,,,,,,,,1320 kg,830 lt,360 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,Euro 6d,122 g/km,4.6 lt,,3.9 lt,5.8 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.2 110 HP Edition,Benzin,,,,,,,,,1205 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,99 g/km,4.3 lt,,3.8 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.4 145 HP CVT-7 GS Line,Benzin,,,,,,,,,1270 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,7 ileri,CVT-7,Otomatik,,,,,,,,115 g/km,5.0 lt,,4.3 lt,6.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.5 Dizel 122 HP AT-9 Edition,Dizel,,,,,,,,,1296 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,,109 g/km,4.2 lt,,3.5 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.5 Dizel 122 HP AT-9 Elegance,Dizel,,,,,,,,,1296 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,,109 g/km,4.2 lt,,3.5 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2020 Opel Astra HB 1.5 Dizel 122 HP AT-9 GS Line,Dizel,,,,,,,,,1296 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,,109 g/km,4.2 lt,,3.5 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2021 Opel Astra HB 1.2 145 HP Edition,Benzin,,,,,,,,,1205 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,,99 g/km,4.3 lt,,3.8 lt,5.2 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2021 Opel Astra HB 1.4 145 HP CVT-7 GS Line,Benzin,,,,,,,,,1270 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,7 ileri,CVT-7,Otomatik,,,,,,,,115 g/km,5.0 lt,,4.3 lt,6.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2021 Opel Astra HB 1.5 Dizel 122 HP AT-9 Edition,Dizel,,,,,,,,,1296 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,,109 g/km,4.2 lt,,3.5 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2021 Opel Astra HB 1.5 Dizel 122 HP AT-9 Elegance,Dizel,,,,,,,,,1296 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,,109 g/km,4.2 lt,,3.5 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2021 Opel Astra HB 1.5 Dizel 122 HP AT-9 GS Line,Dizel,,,,,,,,,1296 kg,1210 lt,370 lt,,,,,,,,Onden Cekisli,,9 ileri,,Otomatik,,,,,,,,109 g/km,4.2 lt,,3.5 lt,5.3 lt,48 lt,,,5 yildiz,,,,,,,,,,,
2022 Opel Astra HB 1.2 130 HP AT8 Edition,Benzin,,,,,,,,,1371 kg,1339 lt,422 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6d,131 g/km,5.9 lt,,5.0 lt,7.4 lt,52 lt,,,4 yildiz,,,,,,,,,,,
2022 Opel Astra HB 1.2 130 HP AT8 Elegance,Benzin,,,,,,,,,1371 kg,1339 lt,422 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6d,131 g/km,5.9 lt,,5.0 lt,7.4 lt,52 lt,,,4 yildiz,,,,,,,,,,,
2022 Opel Astra HB 1.2 130 HP AT8 GS Line,Benzin,,,,,,,,,1371 kg,1339 lt,422 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6d,131 g/km,5.9 lt,,5.0 lt,7.4 lt,52 lt,,,4 yildiz,,,,,,,,,,,
2022 Opel Astra HB 1.2 130 HP AT8 GS,Benzin,,,,,,,,,1371 kg,1339 lt,422 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6d,131 g/km,5.9 lt,,5.0 lt,7.4 lt,52 lt,,,4 yildiz,,,,,,,,,,,
2022 Opel Astra HB 1.2 130 HP Edition,Benzin,,,,,,,,,1341 kg,1339 lt,422 lt,,,,,,,,Onden Cekisli,,6 ileri,,Manuel,,,,,,,Euro 6d,129 g/km,5.7 lt,,5.0 lt,6.6 lt,52 lt,,,4 yildiz,,,,,,,,,,,
2022 Opel Astra HB 1.5 130 HP AT8 Edition,Dizel,,,,,,,,,1438 kg,1339 lt,422 lt,,,,,,,,Onden Cekisli,,8 ileri,,Otomatik,,,,,,,Euro 6d,122 g/km,4.6 lt,,4.0 lt,5.5 lt,52 lt,,,4 yildiz,,,,,,,,,,,
2015 Opel Astra HB 1.0 105 HP S&S Enjoy,Benzin,,,,,,,,,1198 kg,830 lt,360 lt,5.0,55 %,205/55 R16,205 mm,16 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Var,Var,Yok,Var,Euro 6,102 g/km,4.4 lt,,3.9 lt,5.2 lt,48 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,,Var
2015 Opel Astra HB 1.3 CDTi 95 HP Edition Plus,Dizel,,,,,,,,,1333 kg,,370 lt,5.0,50 %,215/50 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,Var,,Yok,Euro 5,109 g/km,4.1 lt,,3.5 lt,5.2 lt,56 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Opel Astra HB 1.3 CDTi 95 HP S&S Edition Plus,Dizel,,,,,,,,,1333 kg,,370 lt,5.0,50 %,215/50 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Var,Var,,Yok,Euro 5,109 g/km,4.1 lt,,3.5 lt,5.2 lt,56 lt,Yok,6 adet,5 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,5.0,Manuel,Manuel,Halojen,Var
2015 Opel Astra HB 1.4 140 HP Active Select Cosmo,Benzin,,,,,,,,,1378 kg,,370 lt,5.0,50 %,215/50 R17,215 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Active Select (Otomatik),Otomatik,Var,,Yok,Var,,Var,,150 g/km,6.4 lt,,5.3 lt,8.4 lt,56 lt,,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas & Deri,5.0,,,Bi-Xenon,Var
