TEMEL BILGILER - Baslik,TEMEL BILGILER - Arac Turu,TEMEL BILGILER - Govde Tipi,TEMEL BILGILER - Segment,TEMEL BILGILER - Marka,TEMEL BILGILER - Seri,TEMEL BILGILER - Model,TEMEL BILGILER - Donanim Paketi,TEMEL BILGILER - Model Yili,TEMEL BILGILER - Uretim Ulkesi,MOTOR - Yakit Turu,MOTOR - Yakit Tipi,MOTOR - Motor Tipi,MOTOR (Fosil Yakit) - Besleme Tipi,MOTOR (Fosil Yakit) - Silindir Adedi,MOTOR (Fosil Yakit) - Silindir Hacmi,MOTOR (Fosil Yakit) - Yakit Puskurtme,MOTOR (Elektrik) - Motor Gucu,MOTOR (Elektrik) - Batarya Kapasitesi,MOTOR (Elektrik) - Batarya Tipi,SANZIMAN - Sanziman Turu,SANZIMAN - Sanziman Modeli,SANZIMAN - Vites Sayisi,PERFORMANS - PERFORMANS PUANI,PERFORMANS - Beygir Gucu,PERFORMANS - Azami Tork,PERFORMANS - Azami Hiz,PERFORMANS - 0-100 Km Hizlanma,CEKIS SISTEMI - Cekis Turu,CEKIS SISTEMI - Cekis Kontrol Sistemi,BOYUTLAR - KONFOR PUANI,BOYUTLAR - Ic Hacim,BOYUTLAR - Uzunluk,BOYUTLAR - Genislik,BOYUTLAR - Yukseklik,BOYUTLAR - Ağirlik,BOYUTLAR - Bagaj Hacmi (Standart),BOYUTLAR - Bagaj Hacmi (Genisletilmis),LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Taban Genisliği,DIS DONANIM - Kapi Sayisi,DIS DONANIM- Far Tipi,DIS DONANIM- Sis Farlari,IC DONANIM - Koltuk Sayisi,IC DONANIM - Doseme Tipi,IC DONANIM - Surucu Koltuğu Ayarlari,IC DONANIM - On Yolcu Koltuğu Ayarlari,IC DONANIM - Klima,SENSORLER - Far Sensoru,SENSORLER - Yağmur Sensoru,SENSORLER - Lastik Basinc Sensoru,SENSORLER - Park Sensoru & Yardimcisi,GUVENLIK - GUVEN PUANI,GUVENLIK - Hava Yastiği Adedi,GUVENLIK - NCAP/ANCAP Puani,EKONOMI - EKO PUANI,EKONOMI - Tahmini Bakim Masrafi,EKONOMI - Yillik MTV Tutari,EKONOMI - Ortalama Yakit Tuketimi (100 km),EKONOMI - Sehir Ici Tuketim (100 km),EKONOMI - Sehir Disi Tuketim (100 km),EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt),EKONOMI (Elektrik) - Menzil (WLTP - Birlesik),EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici),EKONOMI (Elektrik) - Sarj Suresi,EMISYON - Emisyon Standardi,EMISYON - Ortalama Emisyon
Honda Civic Sedan 1.6 Elegance,Binek,Sedan,C,Honda,Civic,Civic Sedan,Elegance,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,65.0,125,152,200,9.9,Onden Cekisli,Yok,59.0,59.0,4545,1755,1425,1208,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,84.0,6,5,85.0,91.0,3.661,7.37,8.90,5.30,50,,,,EURO 5,154
Honda Civic Sedan 1.6 Elegance Smart,Binek,Sedan,C,Honda,Civic,Civic Sedan,Elegance,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,65.0,125,152,200,9.9,Onden Cekisli,Yok,59.0,59.0,4545,1755,1425,1208,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,84.0,6,5,85.0,91.0,3.661,7.37,8.90,5.30,50,,,,EURO 5,154
Honda Civic Sedan 1.6 Executive,Binek,Sedan,C,Honda,Civic,Civic Sedan,Executive,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,65.0,125,152,200,9.9,Onden Cekisli,Yok,59.0,59.0,4545,1755,1425,1208,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Yok,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,84.0,6,5,85.0,91.0,3.661,7.37,8.90,5.30,50,,,,EURO 5,154
Honda Civic Sedan 1.6 Executive Smart,Binek,Sedan,C,Honda,Civic,Civic Sedan,Executive,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,65.0,125,152,200,9.9,Onden Cekisli,Yok,59.0,59.0,4545,1755,1425,1208,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Yok,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,84.0,6,5,85.0,91.0,3.661,7.37,8.90,5.30,50,,,,EURO 5,154
Honda Civic Sedan 1.6 Otomatik Elegance,Binek,Sedan,C,Honda,Civic,Civic Sedan,Elegance,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,Tork Konvertörlü,5 ileri,63.0,125,152,200,12.2,Onden Cekisli,Yok,60.0,59.0,4545,1755,1425,1237,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,84.0,6,5,67.0,59.0,3.661,7.69,9.60,5.20,50,,,,EURO 5,157
Honda Civic Sedan 1.6 Otomatik Elegance Smart,Binek,Sedan,C,Honda,Civic,Civic Sedan,Elegance,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,Tork Konvertörlü,5 ileri,63.0,125,152,200,12.2,Onden Cekisli,Yok,60.0,59.0,4545,1755,1425,1237,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,84.0,6,5,67.0,59.0,3.661,7.69,9.60,5.20,50,,,,EURO 5,157
Honda Civic Sedan 1.6 Otomatik Executive,Binek,Sedan,C,Honda,Civic,Civic Sedan,Executive,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,Tork Konvertörlü,5 ileri,63.0,125,152,200,12.2,Onden Cekisli,Yok,60.0,59.0,4545,1755,1425,1237,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Yok,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,84.0,6,5,67.0,59.0,3.661,7.69,9.60,5.20,50,,,,EURO 5,157
Honda Civic Sedan 1.6 Otomatik Executive Smart,Binek,Sedan,C,Honda,Civic,Civic Sedan,Executive,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,Tork Konvertörlü,5 ileri,63.0,125,152,200,12.2,Onden Cekisli,Yok,60.0,59.0,4545,1755,1425,1237,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Yok,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,84.0,6,5,67.0,59.0,3.661,7.69,9.60,5.20,50,,,,EURO 5,157
Honda Civic Sedan 1.6 Otomatik Premium,Binek,Sedan,C,Honda,Civic,Civic Sedan,Premium,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,Tork Konvertörlü,5 ileri,63.0,125,152,200,12.2,Onden Cekisli,Yok,60.0,59.0,4545,1755,1425,1237,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,84.0,6,5,67.0,59.0,3.661,7.69,9.60,5.20,50,,,,EURO 5,155
Honda Civic Sedan 1.6 Premium,Binek,Sedan,C,Honda,Civic,Civic Sedan,Premium,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1598,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,65.0,125,152,200,9.9,Onden Cekisli,Yok,59.0,59.0,4545,1755,1425,1208,440,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,84.0,6,5,85.0,91.0,3.661,7.37,8.90,5.30,50,,,,EURO 5,154
Volvo S60 T5 2.0 254 HP Geartronic,Binek,Sedan,Premium D,Volvo,S60,S60 T5,Inscription,2019,Isvec > Cin,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1969,Direkt Enjeksiyon,,,,Otomatik,Geartronic,8 ileri,75.0,254,350,230,6.3,Onden Cekisli,Var,83.0,67.0,4635,1825,1484,1664,442,Koltuklar Katlanmıyor,235/40 R19,19,40%,235,5,LED,Var,5,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,88.0,7,5,66.0,71.0,19.862,8.39,9.50,6.70,55,,,,EURO 6.2,#BAŞV!
Dacia Duster 1.5 dCi 90 BG Comfort,SUV,SUV,C,Dacia,Duster,Duster,Comfort,2018,Romanya > Fransa,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,59.0,90,200,158,13.8,Onden Cekisli,Var,67.0,73.0,4341,1804,1693,1327,445,Koltuklar Katlanmıyor,215/65 R16,16,65%,215,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,62.0,6,3,91.0,94.0,3.661,4.59,4.50,4.40,50,,,,EURO 6,115
Dacia Duster 1.5 dCi 90 BG Prestige,SUV,SUV,C,Dacia,Duster,Duster,Prestige,2018,Romanya > Fransa,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1461,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,59.0,90,200,158,13.8,Onden Cekisli,Var,67.0,73.0,4341,1804,1693,1327,445,Koltuklar Katlanmıyor,215/65 R16,16,65%,215,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Var,62.0,6,3,91.0,94.0,3.661,4.59,4.50,4.40,50,,,,EURO 6,115
Dacia Duster 1.0 ECO-G Turbo 100 BG Comfort,SUV,SUV,C,Dacia,Duster,Duster,Comfort,2022,Romanya > Fransa,Fosil Yakıt,Benzin & LPG,Icten Yanmali (Standart),Turbo,3,999,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,6 ileri,58.0,100,170,166,15.1,Onden Cekisli,Var,67.0,73.0,4341,1804,1693,1331,478,Koltuklar Katlanmıyor,215/65 R16,16,65%,215,5,LED,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Var,Var,Var,62.0,6,3,91.0,100.0,4.834,6.84,7.90,5.30,50,,,,EURO 6.2,147
Dacia Duster 1.0 ECO-G Turbo 100 BG Expression,SUV,SUV,C,Dacia,Duster,Duster,Expression,2023,Romanya > Fransa,Fosil Yakıt,Benzin & LPG,Icten Yanmali (Standart),Turbo,3,999,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,6 ileri,60.0,100,170,168,13.8,Onden Cekisli,Var,67.0,73.0,4341,1804,1693,1331,478,Koltuklar Katlanmıyor,215/65 R16,16,65%,215,5,LED,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Var,Var,Var,62.0,6,3,91.0,100.0,4.834,6.84,7.90,5.30,50,,,,EURO 6.2,#BAŞV!
BMW 418i Coupe 1.5 136 BG Otomatik,Binek,Coupe,S,BMW,4 Serisi,418I Coupe,Turkiye Paketi,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,3,1499,Direkt Enjeksiyon,,,,Otomatik,Steptronic,8 ileri,55.0,136,220,212,9.2,Arkadan Itisli,Var,68.0,78.0,4638,1825,1384,1525,445,Koltuklar Katlanmıyor,225/50 R17,17,50%,225,3,LED,Var,4,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,84.0,4,5,90.0,90.0,3.661,5.80,6.60,4.60,60,,,,EURO 6,124
BMW 430i xDrive Coupe 2.0 252 BG Otomatik (4x4),Binek,Coupe,S,BMW,4 Serisi,430I,Turkiye Paketi,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1998,Direkt Enjeksiyon,,,,Otomatik,Steptronic,8 ileri,68.0,252,350,250,5.8,4x4 Cekisli,Var,73.0,78.0,4638,1825,1384,1650,445,Koltuklar Katlanmıyor,225/45 R18,18,45%,225,3,LED,Var,4,Deri,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,85.0,4,5,85.0,84.0,10.613,6.48,7.50,5.00,60,,,,EURO 6,138
Dacia Duster 1.3 Turbo 150 BG EDC Essential,SUV,SUV,C,Dacia,Duster,Duster,Essential,2023,Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1332,Direkt Enjeksiyon,,,,Otomatik,EDC(YO),6 ileri,68.0,150,250,180,9.7,Onden Cekisli,Var,69.0,72.0,4341,1804,1682,1338,467,Koltuklar Katlanmıyor,215/60 R17,17,60%,215,5,Halojen,Yok,5,Kumas,Elektronik,Elektronik,Manuel Klima,Yok,Yok,Var,Var,62.0,6,3,70.0,64.0,8.421,6.68,7.60,5.30,50,,,,EURO 6.2,#BAŞV!
Dacia Duster 1.3 Turbo 150 BG EDC Journey,SUV,SUV,C,Dacia,Duster,Duster,Journey,2023,Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1332,Direkt Enjeksiyon,,,,Otomatik,EDC(YO),6 ileri,68.0,150,250,180,9.7,Onden Cekisli,Var,69.0,72.0,4341,1804,1682,1338,467,Koltuklar Katlanmıyor,215/60 R17,17,60%,215,5,LED,Var,5,Kumaş,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Var,62.0,6,3,70.0,64.0,8.421,6.68,7.60,5.30,50,,,,EURO 6.2,#BAŞV!
Dacia Duster 1.3 TCe 150 BG Comfort (4x4),SUV,SUV,C,Dacia,Duster,Duster,Comfort,"2019, 2020",Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1333,Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,73.0,150,250,191,10.4,4x4 Cekisli,Var,74.0,73.0,4341,1804,1693,1700,478,Koltuklar Katlanmıyor,215/65 R16,16,65%,215,5,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,64.0,6,3,86.0,92.0,6.314,7.81,8.80,6.30,50,,,,EURO 6.2,#BAŞV!
Dacia Duster 1.3 TCe 150 BG Prestige (4x4),SUV,SUV,C,Dacia,Duster,Duster,Prestige,"2019, 2020",Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1333,Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,70.0,150,250,191,10.4,4x4 Cekisli,Var,68.0,73.0,4341,1804,1693,1399,478,Koltuklar Katlanmıyor,215/65 R16,16,65%,215,3,Halojen,Var,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Var,62.0,6,3,86.0,92.0,6.314,7.81,8.80,6.30,50,,,,EURO 6.2,#BAŞV!
Dacia Duster 1.3 Turbo 150 BG EDC Comfort,SUV,SUV,C,Dacia,Duster,Duster,Comfort,2022,Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1332,Direkt Enjeksiyon,,,,Otomatik,EDC (Cift Kavramali Otm.),6 ileri,70.0,150,250,199,9.7,Onden Cekisli,Var,69.0,73.0,4341,1804,1693,1338,478,Koltuklar Katlanmıyor,215/60 R17,17,60%,215,5,Halojen,Yok,5,Kumas,Elektronik,Elektronik,Manuel Klima,Yok,Yok,Var,Var,62.0,6,3,70.0,64.0,8.421,6.68,7.60,5.30,50,,,,EURO 6.2,145
Dacia Duster 1.3 Turbo 150 BG EDC Prestige,SUV,SUV,C,Dacia,Duster,Duster,Prestige,2022,Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1332,Direkt Enjeksiyon,,,,Otomatik,EDC (Cift Kavramali Otm.),6 ileri,70.0,150,250,199,9.7,Onden Cekisli,Var,69.0,73.0,4341,1804,1693,1338,478,Koltuklar Katlanmıyor,215/60 R17,17,60%,215,5,LED,Var,5,Kumas,Elektronik,Elektronik,Otomatik Klima,Yok,Yok,Var,Var,62.0,6,3,70.0,64.0,8.421,6.68,7.60,5.30,50,,,,EURO 6.2,145
Dacia Duster 1.3 Turbo 150 BG EDC Prestige Plus,SUV,SUV,C,Dacia,Duster,Duster,Prestige Plus,2022,Romanya > Fransa,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1332,Direkt Enjeksiyon,,,,Otomatik,EDC (Cift Kavramali Otm.),6 ileri,70.0,150,250,199,9.7,Onden Cekisli,Var,69.0,73.0,4341,1804,1693,1338,478,Koltuklar Katlanmıyor,215/60 R17,17,60%,215,5,LED,Var,5,Kumaş,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Var,62.0,6,3,70.0,64.0,8.421,6.68,7.60,5.30,50,,,,EURO 6.2,145
Ferrari FF 6.3 V12 660 HP (4x4),Binek,Coupe,S,Ferrari,FF,Ff,Standart,2016,Italya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,12,6262,Cok Noktadan Enjeksiyon,,,,Otomatik,Yari,7 ileri,91.0,660,683,335,3.7,4x4 Cekisli,Var,85.0,91.0,4907,1953,1379,1880,450,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,LED,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Yok,Yok,72.0,8,Test Edilmemiş,53.0,53.0,85.377,15.54,18.00,12.00,91,,,,EURO 6,360
Honda Accord 2.0 156 PS Otomatik Executive,Binek,Sedan,D,Honda,Accord,Accord,Executive,2016,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1997,PGM-FI (Direkt Enjeksiyon),,,,Otomatik,Tork Konvertörlü,5 ileri,66.0,156,192,212,11.0,Onden Cekisli,Var,64.0,60.0,4725,1840,1440,1490,464,Koltuklar Katlanmıyor,225/50 R17,17,50%,225,5,Halojen,Var,5,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,84.0,6,5,66.0,58.0,10.613,8.26,10.20,5.70,65,,,,EURO 6,170
Honda Accord 2.0 156 PS Executive,Binek,Sedan,D,Honda,Accord,Accord,Executive,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1997,PGM-FI (Direkt Enjeksiyon),,,,Otomatik,Tork Konvertörlü,5 ileri,66.0,156,192,212,11.0,Onden Cekisli,Var,64.0,60.0,4725,1840,1440,1490,464,Koltuklar Katlanmıyor,225/50 R17,17,50%,225,5,Halojen,Var,5,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,84.0,6,5,66.0,58.0,10.613,8.26,10.20,5.70,65,,,,EURO 5,170
Mitsubishi Attrage 1.2 80 PS CVT Intense Plus (Navigasyonlu),Binek,Sedan,B,Mitsubishi,Attrage,Attrage,Intense Plus,"2015, 2016",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,61.0,80,106,174,13.3,Onden Cekisli,Var,59.0,66.0,4245,1670,1515,930,450,Koltuklar Katlanmıyor,185/55 R15,15,55%,185,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,92.0,6,5,75.0,62.0,1.882,5.17,5.60,4.40,42,,,,EURO 6,113
Mitsubishi Attrage 1.2 80 PS CVT Intense Plus,Binek,Sedan,B,Mitsubishi,Attrage,Attrage,Intense Plus,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,62.0,80,106,174,13.3,Onden Cekisli,Var,60.0,66.0,4245,1670,1515,945,450,Koltuklar Katlanmıyor,185/55 R15,15,55%,185,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,92.0,6,5,75.0,62.0,1.882,5.17,5.60,4.40,42,,,,EURO 5,113
Mitsubishi Attrage 1.2 CVT Intense,Binek,Sedan,B,Mitsubishi,Attrage,Attrage,Intense,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,62.0,80,106,174,13.3,Onden Cekisli,Var,60.0,66.0,4245,1670,1515,945,450,Koltuklar Katlanmıyor,185/55 R15,15,55%,185,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,92.0,6,5,75.0,62.0,1.882,5.17,5.60,4.40,42,,,,EURO 5,113
Mitsubishi Attrage 1.2 80 PS Intense Plus (Navigasyonlu),Binek,Sedan,B,Mitsubishi,Attrage,Attrage,Intense Plus,"2015, 2016",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,64.0,80,106,180,12.0,Onden Cekisli,Var,59.0,66.0,4245,1670,1515,930,450,Koltuklar Katlanmıyor,185/55 R15,15,55%,185,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,92.0,6,5,94.0,98.0,1.882,5.28,5.90,4.30,42,,,,EURO 6,113
Mitsubishi Attrage 1.2 80 PS Intense Plus,Binek,Sedan,B,Mitsubishi,Attrage,Attrage,Intense Plus,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,64.0,80,106,180,12.0,Onden Cekisli,Var,59.0,66.0,4245,1670,1515,930,450,Koltuklar Katlanmıyor,185/55 R15,15,55%,185,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,92.0,6,5,94.0,98.0,1.882,5.28,5.90,4.30,42,,,,EURO 5,113
Mitsubishi Attrage 1.2 MT Intense,Binek,Sedan,B,Mitsubishi,Attrage,Attrage,Intense,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,64.0,80,106,180,12.0,Onden Cekisli,Var,59.0,66.0,4245,1670,1515,930,450,Koltuklar Katlanmıyor,185/55 R15,15,55%,185,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,92.0,6,5,94.0,98.0,1.882,5.28,5.90,4.30,42,,,,EURO 5,113
Toyota Corolla 1.4 D-4D 90 PS Active,Binek,Sedan,C,Toyota,Corolla,Corolla,Active,"2015, 2016, 2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1364,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,59.0,90,205,180,12.5,Onden Cekisli,Yok,65.0,73.0,4620,1775,1465,1275,452,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Var,88.0,7,5,94.0,95.0,3.661,4.40,4.90,3.60,55,,,,EURO 6.2,106
Toyota Corolla 1.4 D-4D 90 PS Advance,Binek,Sedan,C,Toyota,Corolla,Corolla,Advance,"2015, 2016, 2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1364,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,59.0,90,205,180,12.5,Onden Cekisli,Yok,65.0,73.0,4620,1775,1465,1275,452,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,88.0,7,5,94.0,95.0,3.661,4.40,4.90,3.60,55,,,,EURO 6.2,106
Toyota Corolla 1.4 D-4D 90 PS Life,Binek,Sedan,C,Toyota,Corolla,Corolla,Life,"2015, 2016, 2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1364,Common Rail Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,59.0,90,205,180,12.5,Onden Cekisli,Yok,65.0,73.0,4620,1775,1465,1275,452,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Yok,Yok,Var,Yok,88.0,7,5,94.0,95.0,3.661,4.40,4.90,3.60,55,,,,EURO 6.2,106
Toyota Corolla 1.4 D-4D 90 PS MultiMode Active,Binek,Sedan,C,Toyota,Corolla,Corolla,Active,"2015, 2016, 2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1364,Common Rail Direkt Enjeksiyon,,,,Otomatik,MultiMode (YO),6 ileri,57.0,90,205,180,14.7,Onden Cekisli,Yok,65.0,73.0,4620,1775,1465,1275,452,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Var,88.0,7,5,76.0,63.0,3.661,4.45,4.90,3.70,55,,,,EURO 6.2,109
Toyota Corolla 1.4 D-4D 90 PS MultiMode Advance,Binek,Sedan,C,Toyota,Corolla,Corolla,Advance,"2015, 2016, 2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1364,Common Rail Direkt Enjeksiyon,,,,Otomatik,MultiMode (YO),6 ileri,57.0,90,205,180,14.7,Onden Cekisli,Yok,65.0,73.0,4620,1775,1465,1275,452,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,LED,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,88.0,7,5,76.0,63.0,3.661,4.45,4.90,3.70,55,,,,EURO 6.2,109
Toyota Corolla 1.4 D-4D 90 PS MultiMode Touch,Binek,Sedan,C,Toyota,Corolla,Corolla,Touch,"2015, 2016, 2017, 2018",Japonya,Fosil Yakıt,Dizel,Icten Yanmali (Standart),Turbo,4,1364,Common Rail Direkt Enjeksiyon,,,,Otomatik,MultiMode (YO),6 ileri,57.0,90,205,180,14.7,Onden Cekisli,Yok,65.0,73.0,4620,1775,1465,1275,452,Koltuklar Katlanmıyor,205/55 R16,16,55%,205,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Yok,Yok,Var,Var,88.0,7,5,76.0,63.0,3.661,4.45,4.90,3.70,55,,,,EURO 6.2,109
