BASLIK;MARKA;MODEL;TEMEL OZELLIKLER - Seri;TEMEL OZELLIKLER - Donanim Paketi;TEMEL OZELLIKLER - Model Yillari;TEMEL OZELLIKLER - Ait Oldugu Ulke;TEMEL OZELLIKLER - Yakit Turu;TEMEL OZELLIKLER - Arac Turu;TEMEL OZELLIKLER - Govde Tipi;TEMEL OZELLIKLER - Segment;TEMEL OZELLIKLER - Motor Tipi;TEMEL OZELLIKLER - Yakit Tipi;MOTOR (Icten Yanmali) - Besleme Tipi;MOTOR (Icten Yanmali) - Silindir Adedi;MOTOR (Icten Yanmali) - Silindir Hacmi;MOTOR (Icten Yanmali) - Yakit Puskurtme;MOTOR (Elektrikli) - Batarya Kapasitesi;MOTOR (Elektrikli) - Batarya Tipi;MOTOR (Elektrikli) - Menzil (WLTP - Birlesik);MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici);MOTOR (Elektrikli) - Motor Gucu;MOTOR (Elektrikli) - Ortalama Tuketim (Elk.);MOTOR (Elektrikli) - Sarj Suresi;EKONOMI - MTV;PERFORMANS - Azami Hiz;PERFORMANS - Azami Tork;PERFORMANS - Beygir Gucu;PERFORMANS - 0 - 100 Km Hizlanma;AGIRLIK & OLCULER - Agirlik;AGIRLIK & OLCULER - Genislik;AGIRLIK & OLCULER - Uzunluk;AGIRLIK & OLCULER - Yukseklik;BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk);BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk);DIS GOVDE - Kapi Sayisi;LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Taban Genisligi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Jant Capi;SANZIMAN & CEKIS SISTEMI - Cekis;SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi;SANZIMAN & CEKIS SISTEMI - Sanziman Turu;SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi;SANZIMAN & CEKIS SISTEMI - Sanziman Modeli;YAKIT TUKETIMI & EMISYON - Emisyon Standardi;YAKIT TUKETIMI & EMISYON - Ortalama Emisyon;YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km);YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi (lt);YOLCU EMNIYETI - Hava Yastigi Adedi;YOLCU EMNIYETI - NCAP/ANCAP Adedi;GOSTERGELER & SENSORLER - Far Sensoru;GOSTERGELER & SENSORLER - Lastik Basinc Sensoru;GOSTERGELER & SENSORLER - Park Sensoru & Yardimi;GOSTERGELER & SENSORLER - Yagmur Sensoru;ISITMA & SOGUTMA - Klima;KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi;KOLTUKLAR & IC DOSEME - Koltuk Sayisi;KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari;KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari;LAMBALAR & AYDINLATMA - Far Tipi;LAMBALAR & AYDINLATMA - Sis Farlari
Dacia Dokker Combi 1.5 dCi 90 BG Stepway;Dacia;Dokker Combi;Dokker;Stepway;2015, 2016, 2017, 2018, 2019;Romanya > Fransa;Fosil Yakıt;Ticari;Kombi;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;162;200;90;13,9;1333;1751;4363;1852;800;3000;5;185/65 R15;185;65%;15;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;118;4,81;4,1;5,2;50;2;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Dokker Van 1.5 Blue dCi 95 BG Ambiance;Dacia;Dokker Van;Dokker;Ambiance;2019, 2020, 2021;Romanya > Fransa;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;6314;168;220;95;12,5;1312;1751;4363;1804;3300;Koltuklar Katlanmıyor;5;185/65 R15;185;65%;15;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;111;4,44;4;4,6;50;4;Test Edilmemiş;Yok;Var;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Dokker Van 1.5 dCi 75 BG Ambiance;Dacia;Dokker Van;Dokker;Ambiance;2016, 2017, 2018, 2019;Romanya > Fransa;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;6314;150;180;75;15,9;1206;1751;4363;1804;3300;Koltuklar Katlanmıyor;5;185/65 R15;185;65%;15;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 5;118;4,81;4,1;5,2;50;4;Test Edilmemiş;Yok;Var;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Fiat Ducato Minibus City 2.3 130 HP (13+1);Fiat;Ducato Minibus City;Ducato;City;2017, 2018;Italya;Fosil Yakıt;Ticari;Minibus;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;150;320;130;15,7;2490;2050;5413;2524;13000;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;183;7,5;6,3;8,2;90;1;Test Edilmemiş;Yok;Var;Var;Yok;Manuel Klima;Kumas;14;Manuel;Manuel; Halojen; Yok
Fiat Ducato Minibus City 2.3 130 HP (16+1);Fiat;Ducato Minibus City;Ducato;City;2017, 2018;Italya;Fosil Yakıt;Ticari;Minibus;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;150;320;130;15,7;2450;2050;5998;2524;16000;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;186;7,6;6,3;8,4;90;1;Test Edilmemiş;Yok;Var;Var;Yok;Manuel Klima;Kumas;17;Manuel;Manuel; Halojen; Yok
Fiat Ducato Minibus Delux 2.3 130 HP (16+1);Fiat;Ducato Minibus Delux;Ducato;Delux;2017, 2018;Italya;Fosil Yakıt;Ticari;Minibus;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;150;320;130;15,7;2490;2050;6363;2524;1000;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;186;7,6;6,3;8,4;90;1;Test Edilmemiş;Yok;Var;Var;Yok;Manuel Klima;Kumas;17;Manuel;Manuel; Halojen; Yok
Fiat Ducato Van 2.3 Multijet 130 HP (8m3);Fiat;Ducato Van;Ducato;Standart;2017, 2018;Italya;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;155;320;130;15,7;1945;2050;4963;2254;8000;Koltuklar Katlanmıyor;5;215/70 R15;215;70%;15;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;170;6,93;5,6;7,8;90;1;Test Edilmemiş;Yok;Yok;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;3;Manuel;Manuel; Halojen; Var
Fiat Ducato Van Maxi 2.3 Multijet 130 HP (11.5m3);Fiat;Ducato Van Maxi;Ducato;Standart;2017, 2018;Italya;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;150;320;130;15,7;2040;2050;5413;2524;11500;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;183;7,5;6,3;8,2;90;1;Test Edilmemiş;Yok;Yok;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;3;Manuel;Manuel; Halojen; Var
Fiat Ducato Van Maxi 2.3 Multijet 130 HP (13m3);Fiat;Ducato Van Maxi;Ducato;Standart;2017, 2018;Italya;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;150;320;130;15,7;2090;2050;5998;2524;13000;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;186;7,6;6,3;8,4;90;1;Test Edilmemiş;Yok;Yok;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;3;Manuel;Manuel; Halojen; Var
Fiat Ducato Van Maxi 2.3 Multijet 130 HP (15m3);Fiat;Ducato Van Maxi;Ducato;Standart;2017, 2018;Italya;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;150;320;130;15,7;2135;2050;6363;2524;15000;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;186;7,6;6,3;8,4;90;1;Test Edilmemiş;Yok;Yok;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;3;Manuel;Manuel; Halojen; Var
Fiat Ducato Van Maxi 2.3 Multijet 130 HP (17m3);Fiat;Ducato Van Maxi;Ducato;Standart;2017, 2018;Italya;Fosil Yakıt;Ticari;Panelvan;Hafif Ticari;Icten Yanmali (Standart);Dizel;Turbo;4;2287;Common Rail Direkt Enjeksiyon;;;;;;;;15954;145;320;130;15,7;2165;2050;6363;2524;17000;Koltuklar Katlanmıyor;5;215/75 R16;215;75%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;186;7,6;6,3;8,4;90;1;Test Edilmemiş;Yok;Yok;Yok / Opsiyonel;Yok;Manuel Klima;Kumas;3;Manuel;Manuel; Halojen; Var
Dacia Duster 1.5 dCi 110 BG Ambiance (4x4);Dacia;Duster;Duster;Ambiance;2014, 2015, 2016, 2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;168;240;110;12,9;1395;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;135;5,52;5;5,7;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG Laureate;Dacia;Duster;Duster;Laureate;2014, 2015, 2016, 2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;169;240;110;12,2;1280;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;127;5,17;4,5;5,5;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.5 dCi 110 BG Laureate (4x4);Dacia;Duster;Duster;Laureate;2014, 2015, 2016, 2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;168;240;110;12,9;1395;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;135;5,52;5;5,7;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.5 dCi 90 BG Ambiance;Dacia;Duster;Duster;Ambiance;2014, 2015, 2016, 2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;156;200;90;14,2;1280;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;123;5,01;4,5;5,2;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 90 BG Laureate;Dacia;Duster;Duster;Laureate;2014, 2015, 2016, 2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;156;200;90;14,2;1280;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;123;5,01;4,5;5,2;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.6 105 BG Ambiance;Dacia;Duster;Duster;Ambiance;2014, 2015;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;3661;165;148;105;11,8;1246;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 5;165;8,09;6;9,6;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.6 105 BG LPG Ambiance;Dacia;Duster;Duster;Ambiance;2014, 2015;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin & LPG;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;3661;162;144;105;12,8;1280;2000;4315;1695;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 5;165;8,09;6;9,6;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.6 115 BG Ambiance;Dacia;Duster;Duster;Ambiance;2015, 2016, 2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;3661;169;156;115;11;1147;1822;4315;1625;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 5;145;6,88;5,6;7,7;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG EDC Blackshadow;Dacia;Duster;Duster;Blackshadow;2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;169;240;110;10,4;1280;1822;4315;1625;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Otomatik;6 ileri;EDC (Cift Kavramali Otm,);EURO 6;116;4,59;4,2;4,7;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG EDC Laureate;Dacia;Duster;Duster;Laureate;2017;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;169;240;110;10,4;1280;1822;4315;1625;475;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Otomatik;6 ileri;EDC (Cift Kavramali Otm,);EURO 6;116;4,59;4,2;4,7;50;4;3;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.2 TCe 125 BG Comfort;Dacia;Duster;Duster;Comfort;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1197;Direkt Enjeksiyon;;;;;;;;1882;177;205;125;10,4;1301;1804;4341;1693;445;1623;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;138;6,62;5,5;7,3;50;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.2 TCe 125 BG Prestige;Dacia;Duster;Duster;Prestige;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1197;Direkt Enjeksiyon;;;;;;;;1882;177;205;125;10,4;1301;1804;4341;1693;445;1623;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;138;6,62;5,5;7,3;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG Comfort (4x4);Dacia;Duster;Duster;Comfort;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;169;260;110;12,4;1425;1804;4341;1682;376;1623;5;215/65 R16;215;65%;16;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;123;4,89;4,7;4,8;50;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG EDC Comfort;Dacia;Duster;Duster;Comfort;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;171;260;110;11,9;1366;1804;4341;1693;445;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Otomatik;6 ileri;EDC (Cift Kavramali Otm,);EURO 6;116;4,58;4,5;4,4;50;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG EDC Prestige;Dacia;Duster;Duster;Prestige;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;171;260;110;11,9;1366;1804;4341;1693;445;1636;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Otomatik;6 ileri;EDC (Cift Kavramali Otm,);EURO 6;116;4,58;4,5;4,4;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG Prestige;Dacia;Duster;Duster;Prestige;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;171;260;110;11,8;1341;1804;4341;1693;445;Koltuklar Katlanmıyor;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;115;4,59;4,4;4,5;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 110 BG Prestige (4x4);Dacia;Duster;Duster;Prestige;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;169;260;110;12,4;1425;1804;4341;1682;376;1623;5;215/65 R16;215;65%;16;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;123;4,89;4,7;4,8;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 90 BG Comfort;Dacia;Duster;Duster;Comfort;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;158;200;90;13,8;1327;1804;4341;1693;445;Koltuklar Katlanmıyor;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;115;4,59;4,4;4,5;50;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.5 dCi 90 BG Prestige;Dacia;Duster;Duster;Prestige;2018;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;3661;158;200;90;13,8;1327;1804;4341;1693;445;Koltuklar Katlanmıyor;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;115;4,59;4,4;4,5;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.6 115 BG Comfort;Dacia;Duster;Duster;Comfort;2018, 2019;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;3661;172;156;115;11,9;1262;1804;4341;1693;445;1623;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6;149;7,14;5,8;8;50;6;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Dacia Duster 1.3 TCe 130 BG Prestige;Dacia;Duster;Duster;Prestige;2019, 2020, 2021;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1333;Direkt Enjeksiyon;;;;;;;;6314;191;240;130;11,1;1309;1804;4341;1693;478;1623;5;215/60 R17;215;60%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;149;6,57;5,3;7,4;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.3 TCe 150 BG Prestige (4x4);Dacia;Duster;Duster;Prestige;2019, 2020;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1333;Direkt Enjeksiyon;;;;;;;;6314;191;250;150;10,4;1280;1804;4341;1693;478;1623;5;215/60 R17;215;60%;17;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;149;7,81;6,3;8,8;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.5 Blue dCi 115 BG Prestige;Dacia;Duster;Duster;Prestige;2019;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;6314;181;260;115;10,5;1395;1804;4341;1693;478;1623;5;215/60 R17;215;60%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;111;4,44;3,9;4,7;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.5 Blue dCi 115 BG Prestige (4x4);Dacia;Duster;Duster;Prestige;2019, 2020;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;6314;177;260;115;10,4;1480;1804;4341;1693;478;1623;5;215/60 R17;215;60%;17;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;123;4,85;4,5;4,9;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.6 115 BG ECO- G Prestige;Dacia;Duster;Duster;Prestige;2019;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin & LPG;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;6314;169;156;115;12,6;1315;1804;4341;1693;478;Koltuklar Katlanmıyor;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6;156;7,35;6;8,2;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.6 ECO-G 115 BG Prestige;Dacia;Duster;Duster;Prestige;2020;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin & LPG;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;6314;169;156;115;16,6;1240;1804;4341;1693;478;1623;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6.2;156;7,45;6;8,4;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Dacia Duster 1.0 ECO-G Turbo 100 BG Comfort;Dacia;Duster;Duster;Comfort;2022;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin & LPG;Turbo;3;999;Cok Noktadan Enjeksiyon;;;;;;;;4834;166;170;100;15,1;1331;1804;4341;1693;478;Koltuklar Katlanmıyor;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;156;6,84;5,3;7,9;50;6;3;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Dacia Duster 1.3 Turbo 150 BG Comfort (4x4);Dacia;Duster;Duster;Comfort;2022;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;4;1332;Direkt Enjeksiyon;;;;;;;;8421;198;250;150;10,4;1399;1804;4341;1682;467;1623;5;215/65 R16;215;65%;16;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;155;7,81;6,3;8,8;50;6;3;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Dacia Duster 1.5 Blue dCi 115 BG Comfort;Dacia;Duster;Duster;Comfort;2022;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;8421;183;260;115;10,2;1399;1804;4341;1693;494;1623;5;215/65 R16;215;65%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;130;4,39;4;4,5;50;6;3;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Dacia Duster 1.5 Blue dCi 115 BG Comfort (4x4);Dacia;Duster;Duster;Comfort;2019, 2020, 2021, 2022;Romanya > Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Dizel;Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;;;;;8421;175;260;115;10,2;1488;1804;4341;1682;414;1623;5;215/65 R16;215;65%;16;4x4 Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;141;5,16;4,7;5,3;50;6;3;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
