AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Diğer Özellikler,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Diğer Özellikler,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (Elektrikli) - Menzil (WLTP-Şehir İçi),MOTOR (Elektrikli) - Motor Gücü,MOTOR (Elektrikli) - Ortalama Tüketim (Elk.),MOTOR (Elektrikli) - Şarj Süresi,MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon (WLTP),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km/WLTP),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1653 kg,10.92 mt.,1865 mm,4515 mm,1645 mm,,1751 lt,562 lt,,2023 Kia Sportage 1.6 TGDI Mild Hybrid 150 HP DCT Prestige (4x2),,2023 Kia Sportage 1.6 TGDI Mild Hybrid 150 HP DCT Prestige (4x2) Test Sürüşü Talep Sayfası,,,,,,,,,,,,,,,,Turbo,,4,1598 cc,GDI (Doğrudan Enjeksiyon),9.6 saniye,189 km/s,250 nm,150 BG,Güney Kore,,Binek,Prestige,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,C,Sportage,Benzin & Elektrik,https://www.epey.com/araba/2023-kia-sportage-1-6-tgdi-mild-hybrid-150-hp-dct-prestige-4x2.html,,,,,,,130 g/km,,5.7 lt,,54 lt,,5.2 lt,6.6 lt,5 yıldız,2023 Kia Sportage 1.6 TGDI Mild Hybrid 150 HP DCT Prestige (4x2) NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1748 kg,10.92 mt.,1865 mm,4515 mm,1650 mm,,1751 lt,562 lt,,2023 Kia Sportage 1.6 TGDI Mild Hybrid 230 HP Otomatik Prestige Smart (4x4),,2023 Kia Sportage 1.6 TGDI Mild Hybrid 230 HP Otomatik Prestige Smart (4x4) Test Sürüşü Talep Sayfası,2023 Kia Sportage 1.6 TGDI Mild Hybrid 230 HP Otomatik Prestige Smart (4x4) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1598 cc,GDI (Doğrudan Enjeksiyon),8.3 saniye,193 km/s,350 nm,230 BG,Güney Kore,,Binek,Prestige Smart,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,C,Sportage,Benzin & Elektrik,https://www.epey.com/araba/2023-kia-sportage-1-6-tgdi-mild-hybrid-230-hp-otomatik-prestige-smart-4x4.html,,,,,,,,143 g/km,,6.3 lt,54 lt,,,,5 yıldız,2023 Kia Sportage 1.6 TGDI Mild Hybrid 230 HP Otomatik Prestige Smart (4x4) NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,4x4 Çekişli,,,,,6 ileri,Otomatik,
1669 kg,,1840 mm,4680 mm,1725 mm,,1424 lt,585 lt,,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Platinum Premium (4x2),,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Platinum Premium (4x2) Test Sürüşü Talep Sayfası,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Platinum Premium (4x2) Ürün Kataloğu,,,,,,0.14 kW/sa,Lityum İyon,,,,,,,,Turbo,,3,1497 cc,,9.6 saniye,200 km/s,300 nm,163 BG,Japonya,,Binek,Platinum Premium,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,D,X-Trail,Benzin & Elektrik,https://www.epey.com/araba/2023-nissan-x-trail-1-5-dig-t-163-bg-x-tronic-cvt-platinum-premium-4x2.html,,,,,,,,161 g/km,,7.1 lt,55 lt,,,,5 yıldız,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Platinum Premium (4x2) NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,CVT
1669 kg,,1840 mm,4680 mm,1725 mm,,1424 lt,585 lt,,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Skypack (4x2),,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Skypack (4x2) Test Sürüşü Talep Sayfası,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Skypack (4x2) Ürün Kataloğu,,,,,,0.14 kW/sa,Lityum İyon,,,,,,,,Turbo,,3,1497 cc,,9.6 saniye,200 km/s,300 nm,163 BG,Japonya,,Binek,Skypack,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,D,X-Trail,Benzin & Elektrik,https://www.epey.com/araba/2023-nissan-x-trail-1-5-dig-t-163-bg-x-tronic-cvt-skypack-4x2.html,,,,,,,,161 g/km,,7.1 lt,55 lt,,,,5 yıldız,2023 Nissan X-Trail 1.5 DIG-T 163 BG X-Tronic CVT Skypack (4x2) NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,CVT
1373 kg,,1797 mm,4227 mm,1576 mm,,1275 lt,422 lt,,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Icon (4x2),,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Icon (4x2) Test Sürüşü Talep Sayfası,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Icon (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.2 saniye,196 km/s,260 nm,140 BG,Fransa,,Binek,Icon,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,B,Captur,Benzin & Elektrik,https://www.epey.com/araba/2023-renault-captur-1-3-mild-hybrid-140-bg-edc-icon-4x2.html,,,,,,,139 g/km,,6.2 lt,,48 lt,Euro 6,,,5 yıldız,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Icon (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1373 kg,,1797 mm,4227 mm,1576 mm,,1275 lt,422 lt,,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Touch Plus (4x2),,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Touch Plus (4x2) Test Sürüşü Talep Sayfası,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Touch Plus (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.2 saniye,196 km/s,260 nm,140 BG,Fransa,,Binek,Touch Plus,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,B,Captur,Benzin & Elektrik,https://www.epey.com/araba/2023-renault-captur-1-3-mild-hybrid-140-bg-edc-touch-plus-4x2.html,,,,,,,139 g/km,,6.2 lt,,48 lt,Euro 6,,,5 yıldız,2023 Renault Captur 1.3 Mild Hybrid 140 BG EDC Touch Plus (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1373 kg,,1797 mm,4227 mm,1576 mm,,1275 lt,422 lt,,2023 Renault Captur 1.3 Mild Hybrid 155 BG EDC R.S.Line (4x2),,2023 Renault Captur 1.3 Mild Hybrid 155 BG EDC R.S.Line (4x2) Test Sürüşü Talep Sayfası,2023 Renault Captur 1.3 Mild Hybrid 155 BG EDC R.S.Line (4x2) Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,8.5 saniye,204 km/s,270 nm,155 BG,Fransa,,Binek,R.S. Line,,SUV,2023,MHEV (Yarı Hibrit Sistem),4434 tl/yıl,B,Captur,Benzin & Elektrik,https://www.epey.com/araba/2023-renault-captur-1-3-mild-hybrid-155-bg-edc-r-s-line-4x2.html,,,,,,,138 g/km,,6.1 lt,,48 lt,Euro 6,,,5 yıldız,2023 Renault Captur 1.3 Mild Hybrid 155 BG EDC R.S.Line (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1103 kg,,1798 mm,4050 mm,1440 mm,,1069 lt,391 lt,,2023 Renault Clio 1.0 SCe 65 BG Joy,,2023 Renault Clio 1.0 SCe 65 BG Joy Test Sürüşü Talep Sayfası,2023 Renault Clio 1.0 SCe 65 BG Joy Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,3,999 cc,Çok Noktadan Enjeksiyon,17.1 saniye,160 km/s,95 nm,65 BG,Fransa,Hatchback,Binek,Joy,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Clio,Benzin,https://www.epey.com/araba/2023-renault-clio-1-0-sce-65-bg-joy.html,,,,,,,113 g/km,,5.0 lt,,42 lt,Euro 6,4.2 lt,6.3 lt,5 yıldız,2023 Renault Clio 1.0 SCe 65 BG Joy NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1157 kg,,1798 mm,4050 mm,1440 mm,,1069 lt,391 lt,,2023 Renault Clio 1.0 TCe 90 BG Touch,,2023 Renault Clio 1.0 TCe 90 BG Touch Test Sürüşü Talep Sayfası,2023 Renault Clio 1.0 TCe 90 BG Touch Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,12.2 saniye,180 km/s,160 nm,90 BG,Fransa,Hatchback,Binek,Touch,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Clio,Benzin,https://www.epey.com/araba/2023-renault-clio-1-0-tce-90-bg-touch.html,,,,,,,114 g/km,,5.0 lt,,42 lt,Euro 6,4.2 lt,6.3 lt,5 yıldız,2023 Renault Clio 1.0 TCe 90 BG Touch NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1201 kg,,1798 mm,4050 mm,1440 mm,,1069 lt,391 lt,,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Icon,,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Icon Test Sürüşü Talep Sayfası,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Icon Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,12.4 saniye,175 km/s,142 nm,90 BG,Fransa,Hatchback,Binek,Icon,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Clio,Benzin,https://www.epey.com/araba/2023-renault-clio-1-0-tce-x-tronic-90-bg-icon.html,,,,,,,116 g/km,,5.1 lt,,42 lt,Euro 6,4.5 lt,6.1 lt,5 yıldız,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Icon NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1201 kg,,1798 mm,4050 mm,1440 mm,,1069 lt,391 lt,,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Joy,,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Joy Test Sürüşü Talep Sayfası,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Joy Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,12.4 saniye,175 km/s,142 nm,90 BG,Fransa,Hatchback,Binek,Joy,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Clio,Benzin,https://www.epey.com/araba/2023-renault-clio-1-0-tce-x-tronic-90-bg-joy.html,,,,,,,116 g/km,,5.1 lt,,42 lt,Euro 6,4.5 lt,6.1 lt,5 yıldız,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Joy NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1201 kg,,1798 mm,4050 mm,1440 mm,,1069 lt,391 lt,,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Touch,,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Touch Test Sürüşü Talep Sayfası,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Touch Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,12.4 saniye,175 km/s,142 nm,90 BG,Fransa,Hatchback,Binek,Touch,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Clio,Benzin,https://www.epey.com/araba/2023-renault-clio-1-0-tce-x-tronic-90-bg-touch.html,,,,,,,116 g/km,,5.1 lt,,42 lt,Euro 6,4.5 lt,6.1 lt,5 yıldız,2023 Renault Clio 1.0 TCe X-Tronic 90 BG Touch NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1381 kg,,1814 mm,4632 mm,1443 mm,,987 lt,503 lt,,2023 Renault Megane 1.3 TCe 140 BG EDC Icon,,2023 Renault Megane 1.3 TCe 140 BG EDC Icon Test Sürüşü Talep Sayfası,2023 Renault Megane 1.3 TCe 140 BG EDC Icon Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.8 saniye,205 km/s,240 nm,140 BG,Fransa,Sedan,Binek,Icon,Var,Sedan,2023,İçten Yanmalı (Standart),4434 tl/yıl,C,Megane,Benzin,https://www.epey.com/araba/2023-renault-megane-1-3-tce-140-bg-edc-icon.html,,,,,,,121 g/km,,5.3 lt,,50 lt,Euro 6,4.7 lt,6.4 lt,5 yıldız,2023 Renault Megane 1.3 TCe 140 BG EDC Icon NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1381 kg,,1814 mm,4632 mm,1443 mm,,987 lt,503 lt,,2023 Renault Megane 1.3 TCe 140 BG EDC Joy Comfort,,2023 Renault Megane 1.3 TCe 140 BG EDC Joy Comfort Test Sürüşü Talep Sayfası,2023 Renault Megane 1.3 TCe 140 BG EDC Joy Comfort Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.8 saniye,205 km/s,240 nm,140 BG,Fransa,Sedan,Binek,Joy Comfort,Var,Sedan,2023,İçten Yanmalı (Standart),4434 tl/yıl,C,Megane,Benzin,https://www.epey.com/araba/2023-renault-megane-1-3-tce-140-bg-edc-joy-comfort.html,,,,,,,121 g/km,,5.3 lt,,50 lt,Euro 6,4.7 lt,6.4 lt,5 yıldız,2023 Renault Megane 1.3 TCe 140 BG EDC Joy Comfort NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1381 kg,,1814 mm,4632 mm,1443 mm,,987 lt,503 lt,,2023 Renault Megane 1.3 TCe 140 BG EDC Touch,,2023 Renault Megane 1.3 TCe 140 BG EDC Touch Test Sürüşü Talep Sayfası,2023 Renault Megane 1.3 TCe 140 BG EDC Touch Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.8 saniye,205 km/s,240 nm,140 BG,Fransa,Sedan,Binek,Touch,Var,Sedan,2023,İçten Yanmalı (Standart),4434 tl/yıl,C,Megane,Benzin,https://www.epey.com/araba/2023-renault-megane-1-3-tce-140-bg-edc-touch.html,,,,,,,121 g/km,,5.3 lt,,50 lt,Euro 6,4.7 lt,6.4 lt,5 yıldız,2023 Renault Megane 1.3 TCe 140 BG EDC Touch NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1353 kg,,1814 mm,4632 mm,1443 mm,,987 lt,503 lt,,2023 Renault Megane 1.3 TCe 140 BG Joy,,2023 Renault Megane 1.3 TCe 140 BG Joy Test Sürüşü Talep Sayfası,2023 Renault Megane 1.3 TCe 140 BG Joy Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,9.6 saniye,205 km/s,260 nm,140 BG,Fransa,Sedan,Binek,Joy,Var,Sedan,2023,İçten Yanmalı (Standart),4434 tl/yıl,C,Megane,Benzin,https://www.epey.com/araba/2023-renault-megane-1-3-tce-140-bg-joy.html,,,,,,,129 g/km,,5.7 lt,,50 lt,Euro 6,5.0 lt,7.4 lt,5 yıldız,2023 Renault Megane 1.3 TCe 140 BG Joy NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1469 kg,,1814 mm,4632 mm,1443 mm,,987 lt,503 lt,,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Icon,,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Icon Test Sürüşü Talep Sayfası,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Icon Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,11.2 saniye,190 km/s,270 nm,115 BG,Fransa,Sedan,Binek,Icon,Var,Sedan,2023,İçten Yanmalı (Standart),4434 tl/yıl,C,Megane,Dizel,https://www.epey.com/araba/2023-renault-megane-1-5-blue-dci-115-bg-edc-icon.html,,,,,,,108 g/km,,4.1 lt,,49 lt,Euro 6,3.8 lt,4.7 lt,5 yıldız,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Icon NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1469 kg,,1814 mm,4632 mm,1443 mm,,987 lt,503 lt,,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Touch,,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Touch Test Sürüşü Talep Sayfası,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Touch Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,11.2 saniye,190 km/s,270 nm,115 BG,Fransa,Sedan,Binek,Touch,Var,Sedan,2023,İçten Yanmalı (Standart),4434 tl/yıl,C,Megane,Dizel,https://www.epey.com/araba/2023-renault-megane-1-5-blue-dci-115-bg-edc-touch.html,,,,,,,108 g/km,,4.1 lt,,49 lt,Euro 6,3.8 lt,4.7 lt,5 yıldız,2023 Renault Megane 1.5 Blue dCi 115 BG EDC Touch NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,EDC (Çift Kavramalı Otm.)
1109 kg,,1848 mm,4396 mm,1501 mm,,,628 lt,,2023 Renault Taliant 1.0 Sce 65 BG Joy,,2023 Renault Taliant 1.0 Sce 65 BG Joy Test Sürüşü Talep Sayfası,2023 Renault Taliant 1.0 Sce 65 BG Joy Ürün Kataloğu,,,,,,,,,,,,,,,Atmosferik,,3,999 cc,Çok Noktadan Enjeksiyon,17.0 saniye,157 km/s,95 nm,65 BG,Fransa,,Binek,Joy,,Sedan,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Taliant,Benzin,https://www.epey.com/araba/2023-renault-taliant-1-0-sce-65-bg-joy.html,,,,,,,127 g/km,,5.7 lt,,50 lt,,,,,,,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1212 kg,,1848 mm,4396 mm,1501 mm,,,628 lt,,2023 Renault Taliant 1.0 Turbo 90 BG X-tronic Joy,,2023 Renault Taliant 1.0 Turbo 90 BG X-tronic Joy Test Sürüşü Talep Sayfası,2023 Renault Taliant 1.0 Turbo 90 BG X-tronic Joy Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,13.9 saniye,169 km/s,142 nm,90 BG,Fransa,,Binek,Joy,,Sedan,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Taliant,Benzin,https://www.epey.com/araba/2023-renault-taliant-1-0-turbo-90-bg-x-tronic-joy.html,Yok,,,,,,139 g/km,,6.1 lt,,50 lt,,,,,,,,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1212 kg,,1848 mm,4396 mm,1501 mm,,,628 lt,,2023 Renault Taliant 1.0 Turbo 90 BG X-tronic Touch,,2023 Renault Taliant 1.0 Turbo 90 BG X-tronic Touch Test Sürüşü Talep Sayfası,2023 Renault Taliant 1.0 Turbo 90 BG X-tronic Touch Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,13.9 saniye,169 km/s,142 nm,90 BG,Fransa,,Binek,Touch,,Sedan,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Taliant,Benzin,https://www.epey.com/araba/2023-renault-taliant-1-0-turbo-90-bg-x-tronic-touch.html,Yok,,,,,,139 g/km,,6.1 lt,,50 lt,,,,,,,,,,,,,,Önden Çekişli,,,,,,Otomatik,X-Tronic (Değişken Oranlı)
1216 kg,10.70 mt.,1780 mm,4108 mm,1461 mm,,1190 lt,380 lt,,2023 Skoda Fabia 1.0 TSI 110 PS DSG Elite,,2023 Skoda Fabia 1.0 TSI 110 PS DSG Elite Test Sürüşü Talep Sayfası,2023 Skoda Fabia 1.0 TSI 110 PS DSG Elite Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,9.9 saniye,205 km/s,200 nm,110 BG,Çek Cumhuriyeti > Almanya,,Binek,Elite,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Fabia,Benzin,https://www.epey.com/araba/2023-skoda-fabia-1-0-tsi-110-ps-dsg-elite.html,,,,,,,105 g/km,,4.6 lt,,40 lt,,3.9 lt,5.8 lt,5 yıldız,2023 Skoda Fabia 1.0 TSI 110 PS DSG Elite NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1216 kg,10.70 mt.,1780 mm,4108 mm,1461 mm,,1190 lt,380 lt,,2023 Skoda Fabia 1.0 TSI 110 PS DSG Premium,,2023 Skoda Fabia 1.0 TSI 110 PS DSG Premium Test Sürüşü Talep Sayfası,2023 Skoda Fabia 1.0 TSI 110 PS DSG Premium Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,9.9 saniye,205 km/s,200 nm,110 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,,Hatchback,2023,İçten Yanmalı (Standart),2545 tl/yıl,B,Fabia,Benzin,https://www.epey.com/araba/2023-skoda-fabia-1-0-tsi-110-ps-dsg-premium.html,,,,,,,105 g/km,,4.6 lt,,40 lt,,3.9 lt,5.8 lt,5 yıldız,2023 Skoda Fabia 1.0 TSI 110 PS DSG Premium NCAP/ANCAP Web Sayfası,2021,Var,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
