AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Arka Kapı Tipi,DIŞ GÖVDE - Arka Tekerlek,DIŞ GÖVDE - Kapı Sayısı,DIŞ GÖVDE - Sürgülü Sağ Yan Kapı,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Diğer Özellikler,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1160 kg,9.80 mt.,1732 mm,3997 mm,1482 mm,1125 lt,305 lt,,2021 Skoda Fabia 1.0 95 PS DSG Premium Colour Concept,,,,,,2021 Skoda Fabia 1.0 95 PS DSG Premium Colour Concept Test Sürüşü Talep Sayfası,2021 Skoda Fabia 1.0 95 PS DSG Premium Colour Concept Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,11.1 saniye,186 km/s,160 nm,95 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium Colour Concept,Hatchback,2021,İçten Yanmalı (Standart),1261 tl/yıl,B,Fabia,Benzin,https://www.epey.com/araba/2021-skoda-fabia-1-0-95-ps-dsg-premium-colour-concept.html,,,,,,,111 g/km,4.8 lt,45 lt,,4.2 lt,5.9 lt,,5 yıldız,2021 Skoda Fabia 1.0 95 PS DSG Premium Colour Concept NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1160 kg,9.80 mt.,1732 mm,3997 mm,1482 mm,1125 lt,305 lt,,2021 Skoda Fabia 1.0 95 PS DSG Premium,,,,,,2021 Skoda Fabia 1.0 95 PS DSG Premium Test Sürüşü Talep Sayfası,2021 Skoda Fabia 1.0 95 PS DSG Premium Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,11.1 saniye,186 km/s,160 nm,95 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,Hatchback,2021,İçten Yanmalı (Standart),1261 tl/yıl,B,Fabia,Benzin,https://www.epey.com/araba/2021-skoda-fabia-1-0-95-ps-dsg-premium.html,,,,,,,111 g/km,4.8 lt,45 lt,,4.2 lt,5.9 lt,,5 yıldız,2021 Skoda Fabia 1.0 95 PS DSG Premium NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1256 kg,,1793 mm,4241 mm,1531 mm,1395 lt,400 lt,,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Elite (4x2),,,,,,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Elite (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Elite (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,10.2 saniye,193 km/s,200 nm,110 BG,Çek Cumhuriyeti > Almanya,,Binek,Elite,SUV,2021,İçten Yanmalı (Standart),1261 tl/yıl,B,Kamiq,Benzin,https://www.epey.com/araba/2021-skoda-kamiq-1-0-tsi-110-ps-dsg-elite-4x2.html,,,,,,,108 g/km,4.7 lt,50 lt,,4.1 lt,5.8 lt,,5 yıldız,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Elite (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1256 kg,,1793 mm,4241 mm,1531 mm,1395 lt,400 lt,,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Premium (4x2),,,,,,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Premium (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Premium (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,3,999 cc,Direkt Enjeksiyon,10.2 saniye,193 km/s,200 nm,110 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,SUV,2021,İçten Yanmalı (Standart),1261 tl/yıl,B,Kamiq,Benzin,https://www.epey.com/araba/2021-skoda-kamiq-1-0-tsi-110-ps-dsg-premium-4x2.html,,,,,,,108 g/km,4.7 lt,50 lt,,4.1 lt,5.8 lt,,5 yıldız,2021 Skoda Kamiq 1.0 TSI 110 PS DSG Premium (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1277 kg,10.80 mt.,1793 mm,4241 mm,1531 mm,1395 lt,400 lt,,2021 Skoda Kamiq 1.5 TSI ACT 150 PS DSG Premium (4x2),,,,,,2021 Skoda Kamiq 1.5 TSI ACT 150 PS DSG Premium (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kamiq 1.5 TSI ACT 150 PS DSG Premium (4x2) Ürün Kataloğu,,,,,,,,,Turbo,,4,1498 cc,Direkt Enjeksiyon,8.4 saniye,212 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,B,Kamiq,Benzin,https://www.epey.com/araba/2021-skoda-kamiq-1-5-tsi-act-150-ps-dsg-premium-4x2.html,,,,,,,115 g/km,5.0 lt,50 lt,,4.3 lt,6.4 lt,,5 yıldız,2021 Skoda Kamiq 1.5 TSI ACT 150 PS DSG Premium (4x2) NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1393 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Premium (4x2),,,,,,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Premium (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Premium (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,ACT (Aktif Silindir Yönetimi),4,1498 cc,TSI - Doğrudan Enjeksiyon,8.6 saniye,203 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,C,Karoq,Benzin,https://www.epey.com/araba/2021-skoda-karoq-1-5-tsi-150-ps-act-dsg-premium-4x2.html,,,,,,,127 g/km,5.6 lt,50 lt,Euro 6,5.0 lt,6.8 lt,,5 yıldız,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Premium (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1393 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Prestige (4x2),,,,,,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Prestige (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Prestige (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,ACT (Aktif Silindir Yönetimi),4,1498 cc,TSI - Doğrudan Enjeksiyon,8.6 saniye,203 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Prestige,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,C,Karoq,Benzin,https://www.epey.com/araba/2021-skoda-karoq-1-5-tsi-150-ps-act-dsg-prestige-4x2.html,,,,,,,127 g/km,5.6 lt,50 lt,Euro 6,5.0 lt,6.8 lt,,5 yıldız,2021 Skoda Karoq 1.5 TSI 150 PS ACT DSG Prestige (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Elite,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-elite-4x2.html,,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG L&K Crystal (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG L&K Crystal (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG L&K Crystal (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,L&K Crystal,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-lk-crystal-4x2.html,,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG L&K Crystal (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Premium (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Premium (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Premium (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-premium-4x2.html,,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Premium (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Prestige,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-prestige-4x2.html,,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1602 kg,12.20 mt.,1882 mm,4697 mm,1681 mm,2065 lt,835 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Elite (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Elite (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Elite (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.7 saniye,205 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Elite,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-dsg-elite-4x2.html,,,,,,,135 g/km,5.9 lt,58 lt,,5.2 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Elite (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1602 kg,12.20 mt.,1882 mm,4697 mm,1681 mm,2065 lt,835 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG L&K Crystal (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG L&K Crystal (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG L&K Crystal (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.7 saniye,205 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,L&K Crystal,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-dsg-lk-crystal-4x2.html,,,,,,,135 g/km,5.9 lt,58 lt,,5.2 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG L&K Crystal (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1602 kg,12.20 mt.,1882 mm,4697 mm,1681 mm,2065 lt,835 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Premium (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Premium (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Premium (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.7 saniye,205 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Premium,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-dsg-premium-4x2.html,,,,,,,135 g/km,5.9 lt,58 lt,,5.2 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Premium (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1602 kg,12.20 mt.,1882 mm,4697 mm,1681 mm,2065 lt,835 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Prestige (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Prestige (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Prestige (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.7 saniye,205 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Prestige,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-dsg-prestige-4x2.html,,,,,,,135 g/km,5.9 lt,58 lt,,5.2 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Prestige (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1602 kg,12.20 mt.,1882 mm,4697 mm,1681 mm,2065 lt,835 lt,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Sportline (4x2),,,,,,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Sportline (4x2) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Sportline (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.7 saniye,205 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Sportline,SUV,2021,İçten Yanmalı (Standart),2197 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2021-skoda-kodiaq-1-5-tsi-150-ps-dsg-sportline-4x2.html,,,,,,,135 g/km,5.9 lt,58 lt,,5.2 lt,7.2 lt,,5 yıldız,2021 Skoda Kodiaq 1.5 TSI 150 PS DSG Sportline (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1775 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2021 Skoda Kodiaq 2.0 TDI 190 PS DSG L&K Crystal (4x4),,,,,,2021 Skoda Kodiaq 2.0 TDI 190 PS DSG L&K Crystal (4x4) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 2.0 TDI 190 PS DSG L&K Crystal (4x4) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,8.4 saniye,210 km/s,400 nm,190 BG,Çek Cumhuriyeti > Almanya,,Binek,L&K Crystal,SUV,2021,İçten Yanmalı (Standart),6113 tl/yıl,D,Kodiaq,Dizel,https://www.epey.com/araba/2021-skoda-kodiaq-2-0-tdi-190-ps-dsg-lk-crystal-4x4.html,,,,,,,149 g/km,5.6 lt,58 lt,,5.1 lt,6.6 lt,,5 yıldız,2021 Skoda Kodiaq 2.0 TDI 190 PS DSG L&K Crystal (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1843 kg,12.20 mt.,1882 mm,4697 mm,1681 mm,2065 lt,835 lt,,2021 Skoda Kodiaq 2.0 TDI SCR 200 PS DSG L&K Crystal (4x4),,,,,,2021 Skoda Kodiaq 2.0 TDI SCR 200 PS DSG L&K Crystal (4x4) Test Sürüşü Talep Sayfası,2021 Skoda Kodiaq 2.0 TDI SCR 200 PS DSG L&K Crystal (4x4) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,,Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,7.7 saniye,218 km/s,400 nm,200 BG,Çek Cumhuriyeti > Almanya,,Binek,L&K Crystal,SUV,2021,İçten Yanmalı (Standart),6113 tl/yıl,D,Kodiaq,Dizel,https://www.epey.com/araba/2021-skoda-kodiaq-2-0-tdi-scr-200-ps-dsg-lk-crystal-4x4.html,,,,,,,143 g/km,5.4 lt,58 lt,,4.8 lt,6.5 lt,,5 yıldız,2021 Skoda Kodiaq 2.0 TDI SCR 200 PS DSG L&K Crystal (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
