AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - Hava Yastığı,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Yerden Yükseklik (Azami),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1361 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2019 Skoda Karoq 1.0 TSI 115 PS DSG Style (4x2),2019 Skoda Karoq 1.0 TSI 115 PS DSG Style (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Karoq 1.0 TSI 115 PS DSG Style (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,3,999 cc,TSI - Doğrudan Enjeksiyon,10.7 saniye,186 km/s,200 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Style,,SUV,2019,İçten Yanmalı (Standart),1034 tl/yıl,C,Karoq,Benzin,https://www.epey.com/araba/2019-skoda-karoq-1-0-tsi-115-ps-dsg-style-4x2.html,,,,,,120 g/km,5.3 lt,50 lt,Euro 6,4.9 lt,5.9 lt,,,5 yıldız,2019 Skoda Karoq 1.0 TSI 115 PS DSG Style (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1393 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2019 Skoda Karoq 1.5 TSI 150 PS ACT DSG Style (4x2),2019 Skoda Karoq 1.5 TSI 150 PS ACT DSG Style (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Karoq 1.5 TSI 150 PS ACT DSG Style (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,ACT (Aktif Silindir Yönetimi),4,1498 cc,TSI - Doğrudan Enjeksiyon,8.6 saniye,203 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Style,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Karoq,Benzin,https://www.epey.com/araba/2019-skoda-karoq-1-5-tsi-150-ps-act-dsg-style-4x2.html,,,,,,127 g/km,5.6 lt,50 lt,Euro 6,5.0 lt,6.8 lt,,,5 yıldız,2019 Skoda Karoq 1.5 TSI 150 PS ACT DSG Style (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1426 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2019 Skoda Karoq 1.6 TDI 115 PS Ambition (4x2),2019 Skoda Karoq 1.6 TDI 115 PS Ambition (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Karoq 1.6 TDI 115 PS Ambition (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.7 saniye,188 km/s,250 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Ambition,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Karoq,Dizel,https://www.epey.com/araba/2019-skoda-karoq-1-6-tdi-115-ps-ambition-4x2.html,,,,,,120 g/km,4.6 lt,50 lt,Euro 6,4.4 lt,5.0 lt,,,5 yıldız,2019 Skoda Karoq 1.6 TDI 115 PS Ambition (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1441 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2019 Skoda Karoq 1.6 TDI 115 PS DSG Ambition (4x2),2019 Skoda Karoq 1.6 TDI 115 PS DSG Ambition (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Karoq 1.6 TDI 115 PS DSG Ambition (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.9 saniye,188 km/s,250 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Ambition,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Karoq,Dizel,https://www.epey.com/araba/2019-skoda-karoq-1-6-tdi-115-ps-dsg-ambition-4x2.html,,,,,,114 g/km,4.3 lt,50 lt,Euro 6,4.2 lt,4.5 lt,,,5 yıldız,2019 Skoda Karoq 1.6 TDI 115 PS DSG Ambition (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1441 kg,10.90 mt.,1841 mm,4382 mm,1603 mm,1630 lt,521 lt,,2019 Skoda Karoq 1.6 TDI 115 PS DSG Style (4x2),2019 Skoda Karoq 1.6 TDI 115 PS DSG Style (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Karoq 1.6 TDI 115 PS DSG Style (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.9 saniye,188 km/s,250 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Style,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Karoq,Dizel,https://www.epey.com/araba/2019-skoda-karoq-1-6-tdi-115-ps-dsg-style-4x2.html,,,,,,114 g/km,4.3 lt,50 lt,Euro 6,4.2 lt,4.5 lt,,,5 yıldız,2019 Skoda Karoq 1.6 TDI 115 PS DSG Style (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Ambition (4x2),2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Ambition (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Ambition (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Ambition,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2019-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-ambition-4x2.html,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,,5 yıldız,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Ambition (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2),2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Elite,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2019-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-elite-4x2.html,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,,5 yıldız,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Elite (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2),2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Prestige,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2019-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-prestige-4x2.html,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,,5 yıldız,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1704 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x4),2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x4) Test Sürüşü Talep Sayfası,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x4) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.9 saniye,195 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Prestige,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2019-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-prestige-4x4.html,,,,,,150 g/km,6.0 lt,58 lt,,5.9 lt,7.7 lt,,,5 yıldız,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Prestige (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1582 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Style (4x2),2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Style (4x2) Test Sürüşü Talep Sayfası,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Style (4x2) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,9.8 saniye,198 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Style,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,D,Kodiaq,Benzin,https://www.epey.com/araba/2019-skoda-kodiaq-1-5-tsi-150-ps-act-dsg-style-4x2.html,,,,,,136 g/km,6.0 lt,58 lt,,5.4 lt,7.2 lt,,,5 yıldız,2019 Skoda Kodiaq 1.5 TSI 150 PS ACT DSG Style (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1775 kg,,1882 mm,4697 mm,1676 mm,2065 lt,720 lt,,2019 Skoda Kodiaq 2.0 TDI 190 PS DSG Prestige (4x4),2019 Skoda Kodiaq 2.0 TDI 190 PS DSG Prestige (4x4) Test Sürüşü Talep Sayfası,2019 Skoda Kodiaq 2.0 TDI 190 PS DSG Prestige (4x4) Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1968 cc,Common Rail Direkt Enjeksiyon,8.4 saniye,210 km/s,400 nm,190 BG,Çek Cumhuriyeti > Almanya,,Binek,Prestige,,SUV,2019,İçten Yanmalı (Standart),5003 tl/yıl,D,Kodiaq,Dizel,https://www.epey.com/araba/2019-skoda-kodiaq-2-0-tdi-190-ps-dsg-prestige-4x4.html,,,,,,149 g/km,5.6 lt,58 lt,,5.1 lt,6.6 lt,,,5 yıldız,2019 Skoda Kodiaq 2.0 TDI 190 PS DSG Prestige (4x4) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DSG (Yarı Otm.)
1225 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.0 TSI 115 PS Ambition,2019 Skoda Octavia 1.0 TSI 115 PS Ambition Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.0 TSI 115 PS Ambition Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,3,999 cc,TSI - Doğrudan Enjeksiyon,9.9 saniye,203 km/s,200 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Ambition,,Sedan,2019,İçten Yanmalı (Standart),1034 tl/yıl,C,Octavia,Benzin,https://www.epey.com/araba/2019-skoda-octavia-1-0-tsi-115-ps-ambition.html,,,,,,110 g/km,4.8 lt,50 lt,,4.2 lt,5.9 lt,,,5 yıldız,2019 Skoda Octavia 1.0 TSI 115 PS Ambition NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,6 ileri,Manuel,
1225 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.0 TSI 115 PS DSG Style,2019 Skoda Octavia 1.0 TSI 115 PS DSG Style Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.0 TSI 115 PS DSG Style Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,3,999 cc,TSI - Doğrudan Enjeksiyon,10.0 saniye,202 km/s,200 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Style,,Sedan,2019,İçten Yanmalı (Standart),1034 tl/yıl,C,Octavia,Benzin,https://www.epey.com/araba/2019-skoda-octavia-1-0-tsi-115-ps-dsg-style.html,,,,,,110 g/km,4.8 lt,50 lt,,4.2 lt,5.9 lt,,,5 yıldız,2019 Skoda Octavia 1.0 TSI 115 PS DSG Style NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,7 ileri,Otomatik,DSG (Yarı Otm.)
1295 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.5 TSI 150 PS DSG Sport,2019 Skoda Octavia 1.5 TSI 150 PS DSG Sport Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.5 TSI 150 PS DSG Sport Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,8.3 saniye,223 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Sport,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Octavia,Benzin,https://www.epey.com/araba/2019-skoda-octavia-1-5-tsi-150-ps-dsg-sport.html,,,,,,116 g/km,5.1 lt,50 lt,,4.3 lt,6.8 lt,,,5 yıldız,2019 Skoda Octavia 1.5 TSI 150 PS DSG Sport NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,7 ileri,Otomatik,DSG (Yarı Otm.)
1295 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.5 TSI 150 PS DSG Style,2019 Skoda Octavia 1.5 TSI 150 PS DSG Style Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.5 TSI 150 PS DSG Style Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1498 cc,TSI - Doğrudan Enjeksiyon,8.3 saniye,223 km/s,250 nm,150 BG,Çek Cumhuriyeti > Almanya,,Binek,Style,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Octavia,Benzin,https://www.epey.com/araba/2019-skoda-octavia-1-5-tsi-150-ps-dsg-style.html,,,,,,116 g/km,5.1 lt,50 lt,,4.3 lt,6.8 lt,,,5 yıldız,2019 Skoda Octavia 1.5 TSI 150 PS DSG Style NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,7 ileri,Otomatik,DSG (Yarı Otm.)
1348 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.6 TDI 115 PS Ambition,2019 Skoda Octavia 1.6 TDI 115 PS Ambition Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.6 TDI 115 PS Ambition Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.2 saniye,205 km/s,250 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Ambition,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Octavia,Dizel,https://www.epey.com/araba/2019-skoda-octavia-1-6-tdi-115-ps-ambition.html,,,,,,107 g/km,4.1 lt,50 lt,,3.8 lt,4.8 lt,,,5 yıldız,2019 Skoda Octavia 1.6 TDI 115 PS Ambition NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,6 ileri,Manuel,
1363 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.6 TDI 115 PS DSG Ambition,2019 Skoda Octavia 1.6 TDI 115 PS DSG Ambition Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.6 TDI 115 PS DSG Ambition Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.4 saniye,204 km/s,250 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Ambition,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Octavia,Dizel,https://www.epey.com/araba/2019-skoda-octavia-1-6-tdi-115-ps-dsg-ambition.html,,,,,,103 g/km,3.9 lt,50 lt,,3.6 lt,4.4 lt,,,5 yıldız,2019 Skoda Octavia 1.6 TDI 115 PS DSG Ambition NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,7 ileri,Otomatik,DSG (Yarı Otm.)
1363 kg,10.60 mt.,1814 mm,4670 mm,1461 mm,1530 lt,568 lt,,2019 Skoda Octavia 1.6 TDI 115 PS DSG Optimal,2019 Skoda Octavia 1.6 TDI 115 PS DSG Optimal Test Sürüşü Talep Sayfası,2019 Skoda Octavia 1.6 TDI 115 PS DSG Optimal Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Skoda Yol Yardımı 0212 216 4228
Skoda Yol Yardımı 0212 275 0121
Skoda Yol Yardımı 0800 211 4106",Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,10.4 saniye,204 km/s,250 nm,115 BG,Çek Cumhuriyeti > Almanya,,Binek,Optimal,,Sedan,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Octavia,Dizel,https://www.epey.com/araba/2019-skoda-octavia-1-6-tdi-115-ps-dsg-optimal.html,,,,,,103 g/km,3.9 lt,50 lt,,3.6 lt,4.4 lt,,,5 yıldız,2019 Skoda Octavia 1.6 TDI 115 PS DSG Optimal NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,,,Önden Çekişli,Var,"ASR (Patinaj Önleme Sistemi)
MSR (Elektronik Motor Çekiş Kontrolü)",,,7 ileri,Otomatik,DSG (Yarı Otm.)
