AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Arka Kapı Tipi,DIŞ GÖVDE - Arka Tekerlek,DIŞ GÖVDE - Kapı Sayısı,DIŞ GÖVDE - Sürgülü Sağ Yan Kapı,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),SÜRÜŞ DESTEK SİSTEMLERİ - Yokuş Kalkış Desteği,SÜRÜŞ DESTEK SİSTEMLERİ - Yokuş Kalkış Özellikleri,TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - Hava Yastığı,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1060 kg,10.00 mt.,1743 mm,3999 mm,1455 mm,1004 lt,300 lt,,2020 Nissan Micra 1.0 IG-T 100 PS Visia,,,,,,2020 Nissan Micra 1.0 IG-T 100 PS Visia Test Sürüşü Talep Sayfası,2020 Nissan Micra 1.0 IG-T 100 PS Visia Ürün Kataloğu,,,,,,,,Turbo,,3,999 cc,Çok Noktadan Enjeksiyon,10.9 saniye,184 km/s,160 nm,100 BG,,,Japonya,,Binek,Visia,Hatchback,2020,İçten Yanmalı (Standart),1156 tl/yıl,B,Micra,Benzin,https://www.epey.com/araba/2020-nissan-micra-1-0-ig-t-100-ps-visia.html,,,,,,,105 g/km,4.6 lt,41 lt,,4.0 lt,5.6 lt,,,4 yıldız,2020 Nissan Micra 1.0 IG-T 100 PS Visia NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1315 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Midnight Edition (4x2),,,,,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Midnight Edition (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Midnight Edition (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,10.1 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Midnight Edition,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Benzin,https://www.epey.com/araba/2020-nissan-qashqai-1-3-dig-t-160-ps-dct-platinum-premium-p-4x2.html,,,,,,,122 g/km,5.4 lt,55 lt,,4.6 lt,6.7 lt,,,5 yıldız,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Midnight Edition (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1315 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Sky Pack (4x2),,,,,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Sky Pack (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Sky Pack (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,10.1 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Sky Pack,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Benzin,https://www.epey.com/araba/2020-nissan-qashqai-1-3-dig-t-160-ps-dct-sky-pack-4x2.html,,,,,,,122 g/km,5.4 lt,55 lt,,4.6 lt,6.7 lt,,,5 yıldız,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Sky Pack (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1315 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Tekna (4x2),,,,,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Tekna (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Tekna (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,10.1 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Tekna,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Benzin,https://www.epey.com/araba/2020-nissan-qashqai-1-3-dig-t-160-ps-dct-tekna-4x2.html,,,,,,,122 g/km,5.4 lt,55 lt,,4.6 lt,6.7 lt,,,5 yıldız,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Tekna (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1315 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT UEFA Champions League Edition (4x2),,,,,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT UEFA Champions League Edition (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT UEFA Champions League Edition (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,10.1 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,UEFA Champions League Edition,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Benzin,https://www.epey.com/araba/2020-nissan-qashqai-1-3-dig-t-160-ps-dct-uefa-champions-league-edition-4x2.html,,,,,,,122 g/km,5.4 lt,55 lt,,4.6 lt,6.7 lt,,,5 yıldız,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT UEFA Champions League Edition (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1315 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Visia (4x2),,,,,,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Visia (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Visia (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,10.1 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Visia,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Benzin,https://www.epey.com/araba/2020-nissan-qashqai-1-3-dig-t-160-ps-dct-visia-4x2.html,,,,,,,122 g/km,5.4 lt,55 lt,,4.6 lt,6.7 lt,,,5 yıldız,2020 Nissan Qashqai 1.3 DIG-T 160 PS DCT Visia (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1400 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT UEFA Champions League Edition (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT UEFA Champions League Edition (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS DCT UEFA Champions League Edition (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,13.0 saniye,183 km/s,260 nm,115 BG,,,Japonya,,Binek,UEFA Champions League Edition,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-dct-platinum-p-pack-4x2.html,,,,,,,106 g/km,4.0 lt,55 lt,,3.8 lt,4.5 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS DCT UEFA Champions League Edition (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1400 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Sky Pack (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Sky Pack (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Sky Pack (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,13.0 saniye,183 km/s,260 nm,115 BG,,,Japonya,,Binek,Sky Pack,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-dct-sky-pack-4x2.html,,,,,,,106 g/km,4.0 lt,55 lt,,3.8 lt,4.5 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Sky Pack (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1400 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Tekna (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Tekna (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Tekna (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,13.0 saniye,183 km/s,260 nm,115 BG,,,Japonya,,Binek,Tekna,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-dct-tekna-4x2.html,,,,,,,106 g/km,4.0 lt,55 lt,,3.8 lt,4.5 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Tekna (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1400 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Visia (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Visia (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Visia (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,13.0 saniye,183 km/s,260 nm,115 BG,,,Japonya,,Binek,Visia,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-dct-visia-4x2.html,,,,,,,106 g/km,4.0 lt,55 lt,,3.8 lt,4.5 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS DCT Visia (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1385 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS SkyPack (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS SkyPack (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS SkyPack (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,12.3 saniye,181 km/s,260 nm,115 BG,,,Japonya,,Binek,Sky Pack,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-skypack-4x2.html,,,,,,,100 g/km,3.8 lt,55 lt,,3.5 lt,4.3 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS SkyPack (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1385 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS Tekna (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS Tekna (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS Tekna (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,12.3 saniye,181 km/s,260 nm,115 BG,,,Japonya,,Binek,Tekna,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-tekna-4x2.html,,,,,,,100 g/km,3.8 lt,55 lt,,3.5 lt,4.3 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS Tekna (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1385 kg,10.72 mt.,1806 mm,4394 mm,1590 mm,1598 lt,401 lt,,2020 Nissan Qashqai 1.5 dCi 115 PS Visia (4x2),,,,,,2020 Nissan Qashqai 1.5 dCi 115 PS Visia (4x2) Test Sürüşü Talep Sayfası,2020 Nissan Qashqai 1.5 dCi 115 PS Visia (4x2) Ürün Kataloğu,,"Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1461 cc,Common Rail Direkt Enjeksiyon,12.3 saniye,181 km/s,260 nm,115 BG,,,Japonya,,Binek,Visia,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Qashqai,Dizel,https://www.epey.com/araba/2020-nissan-qashqai-1-5-dci-115-ps-visia-4x2.html,,,,,,,100 g/km,3.8 lt,55 lt,,3.5 lt,4.3 lt,,,5 yıldız,2020 Nissan Qashqai 1.5 dCi 115 PS Visia (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1560 kg,,1820 mm,4690 mm,1710 mm,1996 lt,565 lt,,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Design Pack (4x2),,,,,,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Design Pack (4x2) Test Sürüşü Talep Sayfası,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Design Pack (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
12 Yıl Paslanmazlık","Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,11.5 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Design Pack,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,X-Trail,Benzin,https://www.epey.com/araba/2020-nissan-x-trail-1-3-dig-t-160-bg-dct-design-pack-4x2.html,,,,,,,154 g/km,6.8 lt,60 lt,,6.1 lt,7.8 lt,,,5 yıldız,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Design Pack (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1560 kg,,1820 mm,4690 mm,1710 mm,1996 lt,565 lt,,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum (4x2),,,,,,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum (4x2) Test Sürüşü Talep Sayfası,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum (4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
12 Yıl Paslanmazlık","Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,11.5 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Platinum,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,X-Trail,Benzin,https://www.epey.com/araba/2020-nissan-x-trail-1-3-dig-t-160-bg-dct-platinum-4x2.html,,,,,,,154 g/km,6.8 lt,60 lt,,6.1 lt,7.8 lt,,,5 yıldız,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum (4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1560 kg,,1820 mm,4690 mm,1710 mm,1996 lt,565 lt,,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum 7K.(4x2),,,,,,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum 7K.(4x2) Test Sürüşü Talep Sayfası,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum 7K.(4x2) Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
12 Yıl Paslanmazlık","Nissan Yol Yardımı 0800 211 6163
Nissan Yol Yardımı 0212 225 4959",Var,,,,,Turbo,,4,1332 cc,Direkt Enjeksiyon,11.5 saniye,198 km/s,270 nm,160 BG,,,Japonya,,Binek,Platinum,SUV,2020,İçten Yanmalı (Standart),2014 tl/yıl,D,X-Trail,Benzin,https://www.epey.com/araba/2020-nissan-x-trail-1-3-dig-t-160-bg-dct-platinum-7k-4x2.html,,,,,,,154 g/km,6.8 lt,60 lt,,6.1 lt,7.8 lt,,,5 yıldız,2020 Nissan X-Trail 1.3 DIG-T 160 BG DCT Platinum 7K.(4x2) NCAP/ANCAP Web Sayfası,2014,Var,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1205 kg,,1809 mm,4370 mm,1485 mm,830 lt,360 lt,,2020 Opel Astra HB 1.2 110 HP Edition,,,,,,2020 Opel Astra HB 1.2 110 HP Edition Test Sürüşü Talep Sayfası,2020 Opel Astra HB 1.2 110 HP Edition Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık","Opel Yol Yardım 0212 274 7447
Opel Yol Yardım 0800 211 4026",Var,,,,,Turbo,,3,1199 cc,Direkt Enjeksiyon,10.4 saniye,200 km/s,195 nm,110 BG,,,Almanya,Hatchback,Binek,Edition,Hatchback,2020,İçten Yanmalı (Standart),1156 tl/yıl,C,Astra,Benzin,https://www.epey.com/araba/2020-opel-astra-hb-1-2-110-hp-edition.html,,,,,,,101 g/km,4.4 lt,48 lt,,3.8 lt,5.4 lt,,,5 yıldız,2020 Opel Astra HB 1.2 110 HP Edition NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1270 kg,,1809 mm,4370 mm,1485 mm,830 lt,360 lt,,2020 Opel Astra HB 1.4 145 HP CVT GS Line,,,,,,2020 Opel Astra HB 1.4 145 HP CVT GS Line Test Sürüşü Talep Sayfası,2020 Opel Astra HB 1.4 145 HP CVT GS Line Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık","Opel Yol Yardım 0212 274 7447
Opel Yol Yardım 0800 211 4026",Var,,,,,Turbo,,3,1342 cc,Direkt Enjeksiyon,9.8 saniye,210 km/s,236 nm,145 BG,,,Almanya,Hatchback,Binek,GS Line,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Astra,Benzin,https://www.epey.com/araba/2020-opel-astra-hb-1-4-145-hp-cvt-gs-line.html,,,,,,,115 g/km,5.0 lt,48 lt,,4.2 lt,6.4 lt,,,5 yıldız,2020 Opel Astra HB 1.4 145 HP CVT GS Line NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,Önden Çekişli,,,,,,Otomatik,CVT
1320 kg,,1809 mm,4370 mm,1485 mm,830 lt,360 lt,,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Edtion,,,,,,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Edtion Test Sürüşü Talep Sayfası,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Edtion Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık","Opel Yol Yardım 0212 274 7447
Opel Yol Yardım 0800 211 4026",Var,,,,,Turbo,,3,1496 cc,Common Rail Direkt Enjeksiyon,10.6 saniye,205 km/s,300 nm,122 BG,,,Almanya,Hatchback,Binek,Edition,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Astra,Dizel,https://www.epey.com/araba/2020-opel-astra-hb-1-5-dizel-122-hp-otomatik-edtion.html,,,,,,,122 g/km,4.6 lt,48 lt,Euro 6d,3.9 lt,5.8 lt,,,5 yıldız,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Edtion NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,Önden Çekişli,,,,,9 ileri,Otomatik,
1320 kg,,1809 mm,4370 mm,1485 mm,830 lt,360 lt,,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Elegance,,,,,,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Elegance Test Sürüşü Talep Sayfası,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Elegance Ürün Kataloğu,"2 Yıl Sınırsız Km Mekanik
12 Yıl Paslanmazlık","Opel Yol Yardım 0212 274 7447
Opel Yol Yardım 0800 211 4026",Var,,,,,Turbo,,3,1496 cc,Common Rail Direkt Enjeksiyon,10.6 saniye,205 km/s,300 nm,122 BG,,,Almanya,Hatchback,Binek,Elegance,Hatchback,2020,İçten Yanmalı (Standart),2014 tl/yıl,C,Astra,Dizel,https://www.epey.com/araba/2020-opel-astra-hb-1-5-dizel-122-hp-otomatik-elegance.html,,,,,,,122 g/km,4.6 lt,48 lt,Euro 6d,3.9 lt,5.8 lt,,,5 yıldız,2020 Opel Astra HB 1.5 Dizel 122 HP Otomatik Elegance NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,Önden Çekişli,,,,,9 ileri,Otomatik,
